,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
253731,2017-12-21 12:11:06,0.0,0.0,-0.342,-0.9,119.325833,26.09665,737.0,23.0,0.31,0.065,0.1469,27.0,3.24
253732,2017-12-21 12:11:07,3.4,0.0,-0.342,-0.918,119.325856,26.096681,925.0,28.0,0.44,0.085,0.1467,35.0,4.54
253733,2017-12-21 12:11:08,3.7,0.0,-0.342,-0.954,119.325851,26.096674,1150.0,27.0,0.47,0.085,0.1475,33.0,4.9
253734,2017-12-21 12:11:09,6.3,0.0,-0.324,-0.936,119.325851,26.096664,1287.0,28.0,0.54,0.085,0.1474,33.0,5.66
253735,2017-12-21 12:11:10,6.6,0.0,-0.324,-0.918,119.32585,26.096653,1375.0,25.0,0.54,0.08,0.1473,30.0,5.63
253736,2017-12-21 12:11:11,8.4,0.0,-0.378,-0.9,119.32585,26.096634,1325.0,14.0,0.27,0.0,0.1468,17.0,2.95
253737,2017-12-21 12:11:12,9.3,0.0,-0.45,-0.846,119.325851,26.096615,787.0,20.0,0.27,0.0,0.1433,25.0,2.84
253738,2017-12-21 12:11:13,8.940000000000001,0.0,-0.4248,-0.864,119.3258496,26.0965942,874.6,21.6,0.32,,,,
253739,2017-12-21 12:11:14,8.58,0.0,-0.3996,-0.882,119.3258482,26.0965734,962.2,23.2,0.37,,,,
253740,2017-12-21 12:11:15,8.22,0.0,-0.3744,-0.9,119.32584680000001,26.0965526,1049.8,24.8,0.42000000000000004,,,,
253741,2017-12-21 12:11:16,7.86,0.0,-0.3492,-0.918,119.3258454,26.0965318,1137.4,26.4,0.47000000000000003,,,,
253742,2017-12-21 12:11:17,7.5,0.0,-0.324,-0.936,119.325844,26.096511,1225.0,28.0,0.52,0.085,0.1466,34.0,5.37
253743,2017-12-21 12:11:18,9.4,0.0,-0.324,-0.918,119.325831,26.096458,1387.0,32.0,0.73,0.105,0.1466,37.0,7.52
253744,2017-12-21 12:11:19,12.7,0.0,-0.324,-0.918,119.325825,26.096419,1600.0,22.0,0.41,0.005,0.1463,33.0,4.28
253745,2017-12-21 12:11:20,14.4,0.072,-0.396,-0.9,119.32583,26.096376,875.0,19.0,0.26,0.07,0.1462,23.0,2.77
253746,2017-12-21 12:11:21,14.2,0.036,-0.378,-0.9,119.3258355,26.096337,937.5,18.5,0.265,,,,
253747,2017-12-21 12:11:22,14.0,0.0,-0.36,-0.9,119.325841,26.096298,1000.0,18.0,0.27,0.0,0.146,23.0,2.84
253748,2017-12-21 12:11:23,13.75,-0.036,-0.387,-0.882,119.3258505,26.096261,931.0,18.0,0.255,,,,
253749,2017-12-21 12:11:24,13.5,-0.072,-0.414,-0.864,119.32586,26.096224,862.0,18.0,0.24,0.0,0.1454,22.0,2.61
253750,2017-12-21 12:11:25,12.5,-0.063,-0.405,-0.873,119.3258825,26.096201,824.5,18.5,0.25,,,,
253751,2017-12-21 12:11:26,11.5,-0.054,-0.396,-0.882,119.325905,26.096178,787.0,19.0,0.26,0.0,0.1456,25.0,2.67
253752,2017-12-21 12:11:27,11.55,-0.027,-0.369,-0.9,119.32593750000001,26.096172,1012.0,25.5,0.45,,,,
253753,2017-12-21 12:11:28,11.6,0.0,-0.342,-0.918,119.32597,26.096166,1237.0,32.0,0.64,0.095,0.1454,38.0,6.58
253754,2017-12-21 12:11:29,12.8,0.0,-0.36,-0.954,119.326018,26.096176,1425.0,36.0,0.83,0.115,0.1477,42.0,8.55
253755,2017-12-21 12:11:30,16.6,0.0,-0.324,-0.936,119.326084,26.09616,1550.0,37.0,0.85,0.11,0.1475,45.0,8.83
253756,2017-12-21 12:11:31,20.7,0.0,-0.414,-0.936,119.32618,26.09616,1275.0,14.0,0.29,0.025,0.1471,18.0,3.07
253757,2017-12-21 12:11:32,22.7,0.0,-0.306,-0.882,119.326275,26.096166,1512.0,36.0,0.92,0.115,0.1465,42.0,9.38
253758,2017-12-21 12:11:33,24.5,0.0,-0.324,-0.972,119.326349,26.096178,1625.0,33.0,0.87,0.11,0.1467,40.0,8.92
253759,2017-12-21 12:11:34,26.5,0.0,-0.36,-0.9,119.326428,26.09619,1650.0,18.0,0.31,0.0,0.1468,30.0,3.17
253760,2017-12-21 12:11:35,27.0,-0.072,-0.396,-0.882,119.326505,26.0962,1125.0,31.0,0.64,0.09,0.1468,33.0,6.53
253761,2017-12-21 12:11:36,27.5,0.0,-0.342,-0.972,119.326581,26.09621,1375.0,32.0,0.67,0.095,0.1469,38.0,6.93
253762,2017-12-21 12:11:37,28.9,0.0,-0.378,-0.882,119.326658,26.096221,1375.0,21.0,0.29,0.005,0.1469,32.0,3.03
253763,2017-12-21 12:11:38,29.7,0.0,-0.36,-0.918,119.326741,26.096235,1187.0,30.0,0.7,0.1,0.147,30.0,7.2
253764,2017-12-21 12:11:39,30.2,0.0,-0.36,-0.936,119.326826,26.096246,1487.0,34.0,0.75,0.105,0.1466,41.0,7.76
253765,2017-12-21 12:11:40,31.7,0.0,-0.342,-0.9,119.326915,26.096258,1487.0,33.0,0.77,0.105,0.1463,40.0,7.84
253766,2017-12-21 12:11:41,32.2,0.0,-0.36,-0.918,119.327005,26.096269,1300.0,16.0,0.29,0.0,0.1464,22.0,3.09
253767,2017-12-21 12:11:42,32.8,-0.054,-0.432,-0.882,119.327096,26.096278,1225.0,19.0,0.46,0.075,0.1464,19.0,4.8
253768,2017-12-21 12:11:43,32.599999999999994,-0.063,-0.423,-0.882,119.32718700000001,26.0962885,1225.0,16.0,0.36,,,,
253769,2017-12-21 12:11:44,32.4,-0.072,-0.414,-0.882,119.327278,26.096299,1225.0,13.0,0.26,0.0,0.1462,16.0,2.78
253770,2017-12-21 12:11:45,32.5,0.0,-0.414,-0.864,119.32737,26.096316,1162.0,29.0,0.67,0.11,0.146,27.0,6.84
253771,2017-12-21 12:11:46,33.9,0.09,-0.396,-0.9,119.327461,26.096333,1587.0,36.0,0.9,0.115,0.1463,44.0,9.25
253772,2017-12-21 12:11:47,35.9,0.0,-0.342,-0.9,119.327558,26.096343,1612.0,36.0,0.9,0.115,0.1467,43.0,9.17
253773,2017-12-21 12:11:48,36.6,0.126,-0.36,-0.918,119.327658,26.096346,1612.0,35.0,0.9,0.115,0.1465,42.0,9.21
253774,2017-12-21 12:11:49,34.741176470588236,0.11858823529411765,-0.36105882352941177,-0.9169411764705883,119.32772076470589,26.09633917647059,1562.0,34.05882352941177,4.29,,,,
253775,2017-12-21 12:11:50,32.88235294117647,0.1111764705882353,-0.36211764705882354,-0.9158823529411765,119.32778352941176,26.096332352941175,1512.0,33.11764705882353,7.680000000000001,,,,
253776,2017-12-21 12:11:51,31.023529411764706,0.10376470588235294,-0.36317647058823527,-0.9148235294117647,119.32784629411765,26.096325529411764,1462.0,32.1764705882353,11.07,,,,
253777,2017-12-21 12:11:52,29.16470588235294,0.09635294117647059,-0.36423529411764705,-0.9137647058823529,119.32790905882354,26.096318705882354,1412.0,31.235294117647058,14.46,,,,
253778,2017-12-21 12:11:53,27.305882352941175,0.08894117647058825,-0.3652941176470588,-0.9127058823529413,119.32797182352941,26.096311882352943,1362.0,30.294117647058822,17.849999999999998,,,,
253779,2017-12-21 12:11:54,25.447058823529414,0.08152941176470588,-0.3663529411764706,-0.9116470588235295,119.3280345882353,26.09630505882353,1312.0,29.352941176470587,21.24,,,,
253780,2017-12-21 12:11:55,23.58823529411765,0.07411764705882354,-0.3674117647058823,-0.9105882352941177,119.32809735294119,26.096298235294118,1262.0,28.411764705882355,24.63,,,,
253781,2017-12-21 12:11:56,21.729411764705883,0.06670588235294117,-0.3684705882352941,-0.9095294117647059,119.32816011764706,26.096291411764707,1212.0,27.470588235294116,28.02,,,,
253782,2017-12-21 12:11:57,19.870588235294118,0.05929411764705883,-0.3695294117647059,-0.9084705882352941,119.32822288235295,26.096284588235292,1162.0,26.529411764705884,31.41,,,,
253783,2017-12-21 12:11:58,18.011764705882353,0.05188235294117648,-0.37058823529411766,-0.9074117647058824,119.32828564705882,26.09627776470588,1112.0,25.588235294117645,34.8,,,,
253784,2017-12-21 12:11:59,16.152941176470588,0.04447058823529412,-0.3716470588235294,-0.9063529411764706,119.32834841176471,26.09627094117647,1062.0,24.647058823529413,38.19,,,,
253785,2017-12-21 12:12:00,14.294117647058826,0.03705882352941177,-0.37270588235294116,-0.9052941176470588,119.3284111764706,26.096264117647056,1012.0,23.705882352941178,41.58,,,,
253786,2017-12-21 12:12:01,12.43529411764706,0.029647058823529415,-0.37376470588235294,-0.9042352941176471,119.32847394117647,26.096257294117645,962.0,22.764705882352942,44.97,,,,
253787,2017-12-21 12:12:02,10.576470588235296,0.02223529411764706,-0.3748235294117647,-0.9031764705882354,119.32853670588236,26.096250470588235,912.0,21.823529411764707,48.36,,,,
253788,2017-12-21 12:12:03,8.71764705882353,0.014823529411764708,-0.37588235294117645,-0.9021176470588236,119.32859947058824,26.096243647058824,862.0,20.88235294117647,51.75,,,,
253789,2017-12-21 12:12:04,6.858823529411765,0.007411764705882354,-0.3769411764705882,-0.9010588235294118,119.32866223529412,26.09623682352941,812.0,19.941176470588236,55.14,,,,
253790,2017-12-21 12:12:05,5.0,0.0,-0.378,-0.9,119.328725,26.09623,762.0,19.0,58.53,0.0,0.1466,25.0,2.32
253791,2017-12-21 12:12:06,5.8,0.0,-0.396,-0.9,119.328736,26.09622,750.0,19.0,59.8,0.0,0.1466,25.0,2.37
253792,2017-12-21 12:12:07,5.75,0.0,-0.387,-0.9,119.3287595,26.096218,762.5,18.5,59.8,,,,
253793,2017-12-21 12:12:08,5.7,0.0,-0.378,-0.9,119.328783,26.096216,775.0,18.0,59.8,0.02,0.1465,24.0,2.37
253794,2017-12-21 12:12:09,6.8,0.0,-0.378,-0.9,119.328796,26.09621,887.0,18.0,63.84,0.015,0.1465,24.0,2.53
253795,2017-12-21 12:12:10,8.1,0.0,-0.396,-0.918,119.328818,26.096208,950.0,18.0,0.26,0.0,0.1465,23.0,2.74
253796,2017-12-21 12:12:11,9.3,0.0,-0.378,-0.9,119.328841,26.096206,912.0,17.0,0.24,0.0,0.1464,21.0,2.57
253797,2017-12-21 12:12:12,8.8625,0.0,-0.378,-0.90225,119.32886012499999,26.096207,904.25,17.75,0.25,,,,
253798,2017-12-21 12:12:13,8.425,0.0,-0.378,-0.9045000000000001,119.32887925,26.096207999999997,896.5,18.5,0.26,,,,
253799,2017-12-21 12:12:14,7.987500000000001,0.0,-0.378,-0.9067500000000001,119.328898375,26.096208999999998,888.75,19.25,0.27,,,,
253800,2017-12-21 12:12:15,7.550000000000001,0.0,-0.378,-0.909,119.32891749999999,26.09621,881.0,20.0,0.28,,,,
253801,2017-12-21 12:12:16,7.112500000000001,0.0,-0.378,-0.91125,119.328936625,26.096211,873.25,20.75,0.29,,,,
253802,2017-12-21 12:12:17,6.675,0.0,-0.378,-0.9135,119.32895574999999,26.096212,865.5,21.5,0.3,,,,
253803,2017-12-21 12:12:18,6.2375,0.0,-0.378,-0.9157500000000001,119.328974875,26.096213,857.75,22.25,0.31,,,,
253804,2017-12-21 12:12:19,5.8,0.0,-0.378,-0.918,119.328994,26.096214,850.0,23.0,0.32,0.065,0.1468,29.0,3.47
253805,2017-12-21 12:12:20,7.2,0.0,-0.36,-0.918,119.329018,26.096226,1037.0,22.0,0.36,0.065,0.1465,28.0,3.72
253806,2017-12-21 12:12:21,9.1,-0.054,-0.378,-0.918,119.329041,26.096224,1025.0,17.0,0.26,0.0,0.1465,22.0,2.75
253807,2017-12-21 12:12:22,6.824999999999999,-0.0405,-0.378,-0.9135,119.32903775,26.096197,934.25,18.0,16.155,,,,
253808,2017-12-21 12:12:23,4.55,-0.027,-0.378,-0.909,119.3290345,26.09617,843.5,19.0,32.050000000000004,,,,
253809,2017-12-21 12:12:24,2.2750000000000004,-0.013499999999999998,-0.378,-0.9045000000000001,119.32903125,26.096142999999998,752.75,20.0,47.945,,,,
