,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
14637,2017-12-18 17:46:12,0.0,0.054,-0.378,-0.882,119.496006,25.955128,662.0,26.0,0.26,0.0,0.1458,34.0,2.71
14638,2017-12-18 17:46:13,0.2,0.054,-0.396,-0.882,119.495996,25.955123,687.0,27.0,0.32,0.08,0.1457,32.0,3.42
14639,2017-12-18 17:46:14,0.5,0.0,-0.324,-0.918,119.495979,25.955118,1225.0,31.0,0.57,0.09,0.1451,37.0,5.95
14640,2017-12-18 17:46:15,9.2,0.0,-0.324,-0.918,119.49596,25.955111,1375.0,33.0,0.73,0.105,0.1451,39.0,7.52
14641,2017-12-18 17:46:16,11.6,0.0,-0.306,-0.936,119.49593,25.955101,1612.0,35.0,0.87,0.105,0.1451,43.0,8.91
14642,2017-12-18 17:46:17,15.2,0.0,-0.324,-0.882,119.495891,25.955094,1837.0,30.0,0.87,0.105,0.1451,36.0,8.96
14643,2017-12-18 17:46:18,19.2,0.0,-0.324,-0.9,119.49584,25.955083,1462.0,37.0,0.85,0.105,0.1451,44.0,8.76
14644,2017-12-18 17:46:19,21.4,0.0,-0.306,-0.954,119.495778,25.955073,1525.0,36.0,0.83,0.105,0.1451,43.0,8.56
14645,2017-12-18 17:46:20,22.8,0.054,-0.342,-0.864,119.495718,25.95506,1337.0,18.0,0.36,0.0,0.1451,22.0,3.68
14646,2017-12-18 17:46:21,23.3,0.0,-0.36,-0.882,119.495653,25.955043,1412.0,27.0,0.69,0.09,0.1451,29.0,7.12
14647,2017-12-18 17:46:22,24.1,-0.054,-0.342,-0.918,119.495588,25.955031,1512.0,29.0,0.69,0.09,0.1451,35.0,7.09
14648,2017-12-18 17:46:23,25.2,0.0,-0.342,-0.9,119.495523,25.955015,1412.0,29.0,0.65,0.09,0.1451,34.0,6.82
14649,2017-12-18 17:46:24,26.9,-0.09,-0.36,-0.864,119.495453,25.954998,1300.0,32.0,0.6,0.08,0.1451,38.0,6.24
14650,2017-12-18 17:46:25,26.9,0.0,-0.432,-0.936,119.495385,25.954981,1262.0,27.0,0.5,0.07,0.1451,33.0,5.25
14651,2017-12-18 17:46:26,27.0,0.0,-0.378,-0.954,119.495313,25.954961,1212.0,26.0,0.49,0.065,0.1451,32.0,5.11
14652,2017-12-18 17:46:27,27.8,0.0,-0.324,-0.9,119.495236,25.954961,1187.0,25.0,0.47,0.065,0.1451,31.0,4.88
14653,2017-12-18 17:46:28,27.8,0.0,-0.342,-0.954,119.495168,25.954948,1212.0,26.0,0.47,0.065,0.1451,32.0,4.93
14654,2017-12-18 17:46:29,28.4,0.0,-0.414,-0.936,119.495096,25.95494,1087.0,20.0,0.34,0.0,0.1451,25.0,3.5
14655,2017-12-18 17:46:30,26.7,0.0,-0.39899999999999997,-0.93,119.49503666666666,25.954938333333335,1130.8333333333333,22.0,0.3983333333333333,,,,
14656,2017-12-18 17:46:31,25.0,0.0,-0.384,-0.924,119.49497733333334,25.95493666666667,1174.6666666666667,24.0,0.45666666666666667,,,,
14657,2017-12-18 17:46:32,23.299999999999997,0.0,-0.369,-0.918,119.494918,25.954935,1218.5,26.0,0.515,,,,
14658,2017-12-18 17:46:33,21.599999999999998,0.0,-0.354,-0.912,119.49485866666666,25.954933333333333,1262.3333333333333,28.0,0.5733333333333333,,,,
14659,2017-12-18 17:46:34,19.9,0.0,-0.339,-0.906,119.49479933333333,25.954931666666667,1306.1666666666667,30.0,0.6316666666666666,,,,
14660,2017-12-18 17:46:35,18.2,0.0,-0.324,-0.9,119.49474,25.95493,1350.0,32.0,0.69,0.095,0.1451,38.0,7.06
14661,2017-12-18 17:46:36,20.4,0.0,-0.306,-0.882,119.494684,25.954926,1437.0,33.0,0.73,0.095,0.1451,40.0,7.56
14662,2017-12-18 17:46:37,22.0,0.0,-0.378,-0.918,119.494625,25.954918,1425.0,22.0,0.36,0.0,0.1451,33.0,3.75
14663,2017-12-18 17:46:38,20.683333333333334,0.0,-0.375,-0.915,119.4945755,25.95491833333333,1377.0,23.166666666666668,0.38666666666666666,,,,
14664,2017-12-18 17:46:39,19.366666666666667,0.0,-0.372,-0.912,119.494526,25.954918666666668,1329.0,24.333333333333332,0.41333333333333333,,,,
14665,2017-12-18 17:46:40,18.05,0.0,-0.369,-0.909,119.49447649999999,25.954919,1281.0,25.5,0.44,,,,
14666,2017-12-18 17:46:41,16.733333333333334,0.0,-0.366,-0.906,119.494427,25.954919333333333,1233.0,26.666666666666668,0.4666666666666667,,,,
14667,2017-12-18 17:46:42,15.416666666666668,0.0,-0.363,-0.903,119.4943775,25.95491966666667,1185.0,27.833333333333336,0.49333333333333335,,,,
14668,2017-12-18 17:46:43,14.1,0.0,-0.36,-0.9,119.494328,25.95492,1137.0,29.0,0.52,0.07,0.1451,36.0,5.39
14669,2017-12-18 17:46:44,15.6,0.0,-0.378,-0.936,119.494286,25.954918,1200.0,29.0,0.52,0.07,0.1451,34.0,5.4
14670,2017-12-18 17:46:45,16.2,0.0,-0.378,-0.864,119.494241,25.954913,1212.0,27.0,0.52,0.075,0.1451,33.0,5.38
14671,2017-12-18 17:46:46,17.5,-0.126,-0.378,-0.882,119.494193,25.954903,1250.0,29.0,0.59,0.075,0.1451,35.0,6.06
14672,2017-12-18 17:46:47,19.2,-0.144,-0.342,-0.9,119.494151,25.954876,1312.0,33.0,0.7,0.095,0.1451,37.0,7.25
14673,2017-12-18 17:46:48,19.3,-0.162,-0.36,-0.864,119.494111,25.954841,1500.0,38.0,0.92,0.11,0.1451,44.0,9.4
14674,2017-12-18 17:46:49,22.3,-0.18,-0.324,-0.882,119.494075,25.954796,1600.0,37.0,0.93,0.115,0.1451,44.0,9.63
14675,2017-12-18 17:46:50,24.9,-0.072,-0.36,-0.954,119.494046,25.954743,1725.0,39.0,1.06,0.125,0.1451,47.0,10.88
14676,2017-12-18 17:46:51,27.6,0.0,-0.324,-0.846,119.494021,25.954681,1537.0,15.0,0.36,0.08,0.1451,20.0,3.73
14677,2017-12-18 17:46:52,28.6,-0.072,-0.324,-0.864,119.493995,25.954616,1612.0,47.0,1.21,0.13,0.1451,55.0,12.36
14678,2017-12-18 17:46:53,29.6,0.0,-0.324,-0.864,119.493969,25.954546,1712.0,48.0,1.33,0.135,0.1451,57.0,13.55
14679,2017-12-18 17:46:54,31.9,0.0,-0.378,-0.882,119.493943,25.954473,1300.0,19.0,0.37,0.0,0.1451,25.0,3.89
14680,2017-12-18 17:46:55,33.0,0.0,-0.342,-0.882,119.493914,25.954395,1575.0,40.0,0.96,0.13,0.1451,49.0,9.88
14681,2017-12-18 17:46:56,34.1,0.0,-0.342,-0.882,119.493888,25.954311,1737.0,45.0,1.21,0.13,0.1451,54.0,12.45
14682,2017-12-18 17:46:57,34.9,0.0,-0.342,-0.864,119.493858,25.954228,1725.0,44.0,1.19,0.125,0.1451,52.0,12.18
14683,2017-12-18 17:46:58,35.4,0.0,-0.396,-0.864,119.493828,25.954143,1412.0,17.0,0.36,0.065,0.1451,22.0,3.7
14684,2017-12-18 17:46:59,35.5,0.0,-0.306,-0.882,119.493798,25.954059,1737.0,41.0,1.1,0.12,0.1451,50.0,11.26
14685,2017-12-18 17:47:00,35.9,0.0,-0.396,-0.846,119.493766,25.953975,1412.0,16.0,0.37,0.015,0.1451,20.0,3.84
14686,2017-12-18 17:47:01,35.9,0.0,-0.378,-0.9,119.493733,25.953888,1525.0,32.0,0.85,0.105,0.1451,34.0,8.8
