,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
153150,2017-12-20 08:14:45,0.0,0.0,-0.27,-0.936,119.503586,25.981499,1212.0,33.0,0.62,0.115,0.1465,38.0,6.49
153151,2017-12-20 08:14:46,8.5,0.0,-0.252,-0.918,119.503586,25.981491,1400.0,36.0,0.8,0.115,0.1463,43.0,8.24
153152,2017-12-20 08:14:47,12.7,0.0,-0.342,-0.882,119.503586,25.981461,1625.0,32.0,0.8,0.04,0.1461,41.0,8.31
153153,2017-12-20 08:14:48,14.2,-0.054,-0.342,-0.9,119.503584,25.981426,1437.0,30.0,0.87,0.11,0.1461,27.0,8.85
153154,2017-12-20 08:14:49,16.6,0.0,-0.288,-0.936,119.503583,25.981386,1500.0,39.0,0.93,0.12,0.1461,46.0,9.57
153155,2017-12-20 08:14:50,19.9,0.0,-0.324,-0.936,119.503583,25.981338,1600.0,40.0,0.98,0.125,0.1463,47.0,10.1
153156,2017-12-20 08:14:51,22.1,0.0,-0.324,-0.9,119.503581,25.981288,1450.0,17.0,0.29,0.0,0.1468,25.0,3.0
153157,2017-12-20 08:14:52,22.8,0.0,-0.306,-0.882,119.503581,25.981233,1575.0,35.0,0.85,0.12,0.1468,42.0,8.73
153158,2017-12-20 08:14:53,24.7,0.0,-0.342,-0.972,119.503583,25.981175,1712.0,36.0,0.98,0.12,0.1466,44.0,10.03
153159,2017-12-20 08:14:54,26.4,0.0,-0.396,-0.9,119.503584,25.981113,1450.0,13.0,0.27,0.08,0.1469,16.0,2.98
153160,2017-12-20 08:14:55,26.7,0.0,-0.36,-0.9,119.503586,25.981045,1400.0,34.0,0.73,0.105,0.1465,40.0,7.57
153161,2017-12-20 08:14:56,27.9,0.0,-0.378,-0.954,119.503589,25.980974,1462.0,36.0,0.82,0.11,0.1461,43.0,8.36
153162,2017-12-20 08:14:57,29.3,0.0,-0.324,-0.9,119.503591,25.980901,1550.0,37.0,0.9,0.11,0.146,45.0,9.22
153163,2017-12-20 08:14:58,30.1,0.0,-0.378,-0.882,119.503595,25.980826,1162.0,18.0,0.34,0.095,0.1463,19.0,3.62
153164,2017-12-20 08:14:59,30.7,0.0,-0.36,-0.972,119.503598,25.980748,1550.0,38.0,0.9,0.12,0.1458,46.0,9.27
153165,2017-12-20 08:15:00,32.2,0.0,-0.396,-0.864,119.503601,25.980668,1612.0,37.0,0.92,0.11,0.1459,45.0,9.48
153166,2017-12-20 08:15:01,32.8,-0.072,-0.396,-0.864,119.503606,25.980586,1250.0,17.0,0.39,0.095,0.1454,17.0,4.04
153167,2017-12-20 08:15:02,33.6,0.0,-0.342,-0.9,119.503611,25.980503,1600.0,36.0,0.88,0.115,0.145,43.0,9.13
153168,2017-12-20 08:15:03,34.4,0.0,-0.36,-0.954,119.503616,25.980418,1337.0,15.0,0.27,0.0,0.1458,20.0,2.9
153169,2017-12-20 08:15:04,34.5,-0.054,-0.396,-0.918,119.503623,25.98033,1462.0,30.0,0.73,0.105,0.1449,35.0,7.53
153170,2017-12-20 08:15:05,35.1,0.0,-0.36,-0.918,119.503626,25.980243,1537.0,32.0,0.75,0.095,0.145,38.0,7.67
153171,2017-12-20 08:15:06,35.2,0.0,-0.414,-0.9,119.503631,25.980153,1312.0,14.0,0.27,0.035,0.1459,17.0,2.88
153172,2017-12-20 08:15:07,35.2,0.0,-0.396,-0.864,119.503636,25.980063,1437.0,19.0,0.31,0.0,0.1455,29.0,3.23
153173,2017-12-20 08:15:08,34.325,0.0,-0.3915,-0.864,119.50363949999999,25.9799785,1427.75,21.75,0.4,,,,
153174,2017-12-20 08:15:09,33.45,0.0,-0.387,-0.864,119.503643,25.979894,1418.5,24.5,0.49,,,,
