,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
345296,2017-12-22 13:37:11,0.0,0.0,-0.378,-0.882,119.495275,25.968613,687.0,22.0,63.08,0.0,0.1458,29.0,2.5
345297,2017-12-22 13:37:12,0.0,0.0,-0.396,-0.882,119.495275,25.968613,725.0,22.0,64.08,0.0,0.1458,29.0,2.54
345298,2017-12-22 13:37:13,0.0,0.0,-0.396,-0.882,119.495275,25.968613,712.0,22.0,0.26,0.0,0.1458,29.0,2.79
345299,2017-12-22 13:37:14,2.1,0.054,-0.36,-0.9,119.49527,25.968613,712.0,22.0,0.24,0.0,0.1458,29.0,2.57
345300,2017-12-22 13:37:15,1.05,0.027,-0.369,-0.891,119.49527,25.9686155,718.5,22.0,0.24,,,,
345301,2017-12-22 13:37:16,0.0,0.0,-0.378,-0.882,119.49527,25.968618,725.0,22.0,0.24,0.0,0.1458,29.0,2.58
345302,2017-12-22 13:37:17,0.0,0.0,-0.396,-0.9,119.49527,25.968618,725.0,23.0,0.24,0.0,0.1458,29.0,2.58
345303,2017-12-22 13:37:18,0.0,0.0,-0.396,-0.9,119.49527,25.968618,725.0,23.0,0.26,0.0,0.1458,29.0,2.68
345304,2017-12-22 13:37:19,0.0,0.0,-0.396,-0.882,119.49527,25.968618,725.0,23.0,0.26,0.0,0.1458,29.0,2.69
345305,2017-12-22 13:37:20,0.0,0.0,-0.396,-0.9,119.49527,25.968618,725.0,23.0,0.26,0.0,0.1458,29.0,2.76
345306,2017-12-22 13:37:21,0.0,0.0,-0.432,-0.882,119.49527,25.968618,725.0,23.0,0.27,0.0,0.1458,29.0,2.86
345307,2017-12-22 13:37:22,0.0,0.0,-0.396,-0.882,119.49527,25.968618,787.0,21.0,61.31,0.0,0.1458,27.0,2.43
345308,2017-12-22 13:37:23,0.0,0.0,-0.396,-0.864,119.49527,25.968618,712.0,24.0,0.27,0.0,0.1458,30.0,2.89
345309,2017-12-22 13:37:24,0.0,0.0,-0.36,-0.882,119.49527,25.968618,700.0,25.0,0.27,0.045,0.1457,32.0,2.85
345310,2017-12-22 13:37:25,0.0,0.0,-0.324,-0.918,119.49527,25.968618,1025.0,31.0,0.52,0.085,0.1451,38.0,5.35
345311,2017-12-22 13:37:26,0.0,-0.09,-0.324,-0.9,119.49527,25.968618,1337.0,33.0,0.69,0.105,0.1451,40.0,7.02
345312,2017-12-22 13:37:27,0.0,0.0,-0.27,-0.936,119.49527,25.968618,1550.0,35.0,0.83,0.105,0.1451,43.0,8.54
345313,2017-12-22 13:37:28,0.0,-0.054,-0.306,-0.99,119.49527,25.968618,1787.0,32.0,0.92,0.11,0.1451,40.0,9.44
345314,2017-12-22 13:37:29,6.4,0.0,-0.27,-0.882,119.495278,25.968611,1725.0,35.0,0.95,0.11,0.1451,41.0,9.69
345315,2017-12-22 13:37:30,13.3,0.0,-0.378,-0.99,119.495296,25.968575,1537.0,36.0,0.83,0.11,0.1451,43.0,8.61
345316,2017-12-22 13:37:31,19.2,0.108,-0.342,-0.846,119.495356,25.968521,1562.0,34.0,0.82,0.105,0.1451,41.0,8.49
345317,2017-12-22 13:37:32,23.0,0.0,-0.36,-0.81,119.49543,25.968486,1550.0,29.0,0.7,0.09,0.1451,36.0,7.25
345318,2017-12-22 13:37:33,25.1,-0.126,-0.36,-0.9,119.495493,25.968456,1350.0,29.0,0.59,0.085,0.1451,36.0,6.09
345319,2017-12-22 13:37:34,25.2,-0.09,-0.342,-0.828,119.495555,25.968426,1300.0,30.0,0.62,0.09,0.1451,36.0,6.46
345320,2017-12-22 13:37:35,26.3,0.0,-0.306,-1.008,119.495619,25.968395,1100.0,18.0,0.31,0.0,0.1451,22.0,3.19
345321,2017-12-22 13:37:36,26.1,0.099,-0.306,-0.9179999999999999,119.495681,25.9683565,1231.0,24.0,0.48,,,,
345322,2017-12-22 13:37:37,25.9,0.198,-0.306,-0.828,119.495743,25.968318,1362.0,30.0,0.65,0.09,0.1451,36.0,6.68
345323,2017-12-22 13:37:38,26.5,0.054,-0.378,-0.918,119.495803,25.968279,1375.0,29.0,0.62,0.09,0.1451,36.0,6.48
345324,2017-12-22 13:37:39,26.6,0.0,-0.306,-0.846,119.495863,25.968238,1350.0,29.0,0.62,0.09,0.1451,34.0,6.38
345325,2017-12-22 13:37:40,27.4,0.0,-0.396,-0.846,119.495935,25.968201,1375.0,31.0,0.69,0.1,0.1451,37.0,7.09
345326,2017-12-22 13:37:41,28.8,-0.09,-0.324,-0.954,119.496013,25.968174,1487.0,33.0,0.77,0.105,0.1451,40.0,7.94
345327,2017-12-22 13:37:42,30.1,-0.144,-0.378,-0.882,119.496095,25.968144,1500.0,34.0,0.78,0.105,0.1451,40.0,8.15
345328,2017-12-22 13:37:43,30.366666666666667,-0.05399999999999998,-0.39,-0.924,119.49617366666666,25.968121333333333,1529.0,34.333333333333336,0.8033333333333333,,,,
345329,2017-12-22 13:37:44,30.633333333333333,0.03600000000000003,-0.40199999999999997,-0.966,119.49625233333333,25.968098666666666,1558.0,34.666666666666664,0.8266666666666667,,,,
345330,2017-12-22 13:37:45,30.9,0.126,-0.414,-1.008,119.496331,25.968076,1587.0,35.0,0.85,0.105,0.1451,42.0,8.77
345331,2017-12-22 13:37:46,32.8,0.0,-0.432,-0.9,119.496423,25.968054,1337.0,18.0,0.39,0.09,0.1451,18.0,4.14
345332,2017-12-22 13:37:47,33.4,-0.072,-0.396,-0.882,119.496513,25.96803,1550.0,34.0,0.8,0.105,0.1451,40.0,8.24
345333,2017-12-22 13:37:48,34.1,0.0,-0.342,-0.936,119.496606,25.968004,1625.0,35.0,0.9,0.11,0.1451,43.0,9.19
345334,2017-12-22 13:37:49,35.5,0.0,-0.36,-0.918,119.496703,25.967978,1637.0,35.0,0.9,0.11,0.1451,42.0,9.18
345335,2017-12-22 13:37:50,35.8,0.0,-0.36,-0.954,119.496801,25.96795,1600.0,32.0,0.8,0.095,0.1451,39.0,8.26
345336,2017-12-22 13:37:51,37.5,-0.054,-0.378,-0.9,119.496911,25.967915,1575.0,27.0,0.67,0.09,0.1451,33.0,6.88
345337,2017-12-22 13:37:52,38.9,-0.072,-0.432,-0.81,119.497029,25.967876,1087.0,18.0,0.31,0.0,0.1451,22.0,3.24
345338,2017-12-22 13:37:53,37.68333333333333,-0.041999999999999996,-0.417,-0.8220000000000001,119.49711916666666,25.967855166666666,1126.6666666666667,19.166666666666668,0.345,,,,
345339,2017-12-22 13:37:54,36.46666666666667,-0.011999999999999997,-0.402,-0.8340000000000001,119.49720933333333,25.967834333333332,1166.3333333333333,20.333333333333332,0.38,,,,
345340,2017-12-22 13:37:55,35.25,0.018000000000000002,-0.387,-0.8460000000000001,119.4972995,25.9678135,1206.0,21.5,0.41500000000000004,,,,
345341,2017-12-22 13:37:56,34.03333333333333,0.048,-0.372,-0.858,119.49738966666666,25.967792666666668,1245.6666666666667,22.666666666666668,0.45,,,,
345342,2017-12-22 13:37:57,32.81666666666667,0.078,-0.35700000000000004,-0.87,119.49747983333333,25.967771833333334,1285.3333333333333,23.833333333333336,0.485,,,,
