,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
205447,2017-12-20 22:46:22,0.0,0.0,-0.36,-0.882,119.644595,25.912113,687.0,32.0,0.32,0.0,0.1463,40.0,3.38
205448,2017-12-20 22:46:23,0.2,0.0,-0.36,-0.936,119.644598,25.912111,662.0,27.0,0.27,0.0,0.1463,34.0,2.88
205449,2017-12-20 22:46:24,0.3,0.0,-0.36,-0.882,119.644604,25.91211,862.0,36.0,0.49,0.085,0.1467,48.0,5.08
205450,2017-12-20 22:46:25,7.3,0.0,-0.252,-0.9,119.644618,25.912108,1275.0,38.0,0.78,0.105,0.1467,45.0,8.02
205451,2017-12-20 22:46:26,11.5,0.0,-0.288,-0.972,119.644643,25.912104,1575.0,39.0,0.93,0.12,0.1469,47.0,9.6
205452,2017-12-20 22:46:27,15.3,0.0,-0.27,-0.954,119.644678,25.9121,1837.0,36.0,1.05,0.12,0.1463,44.0,10.69
205453,2017-12-20 22:46:28,18.3,0.0,-0.288,-0.882,119.644724,25.912093,2050.0,25.0,0.7,0.0,0.1461,39.0,7.25
205454,2017-12-20 22:46:29,19.6,0.0,-0.324,-0.918,119.644776,25.912085,1525.0,46.0,1.1,0.125,0.1468,55.0,11.24
205455,2017-12-20 22:46:30,22.4,0.0,-0.306,-0.936,119.644834,25.912076,1750.0,48.0,1.31,0.135,0.1464,58.0,13.41
205456,2017-12-20 22:46:31,25.5,0.0,-0.306,-0.864,119.6449,25.912065,1850.0,42.0,1.15,0.085,0.1463,55.0,11.8
205457,2017-12-20 22:46:32,26.5,0.0,-0.378,-0.882,119.644971,25.912055,1312.0,40.0,1.0,0.125,0.1469,36.0,10.22
205458,2017-12-20 22:46:33,28.4,0.0,-0.324,-0.918,119.645046,25.912043,1725.0,50.0,1.34,0.14,0.1464,59.0,13.71
205459,2017-12-20 22:46:34,30.9,0.0,-0.324,-0.954,119.645128,25.912028,1762.0,49.0,1.34,0.14,0.1463,59.0,13.68
205460,2017-12-20 22:46:35,33.2,0.0,-0.342,-0.954,119.645216,25.912013,1762.0,49.0,1.31,0.14,0.1464,58.0,13.44
205461,2017-12-20 22:46:36,35.4,0.0,-0.342,-0.936,119.645311,25.911995,1800.0,49.0,1.39,0.14,0.146,57.0,14.28
205462,2017-12-20 22:46:37,37.3,0.0,-0.324,-0.918,119.645411,25.911976,1850.0,49.0,1.39,0.14,0.1461,59.0,14.17
205463,2017-12-20 22:46:38,39.2,0.0,-0.324,-0.918,119.645516,25.911956,1875.0,49.0,1.46,0.145,0.1462,58.0,14.88
205464,2017-12-20 22:46:39,41.1,0.0,-0.306,-0.864,119.645626,25.911935,1925.0,50.0,1.49,0.145,0.146,59.0,15.28
205465,2017-12-20 22:46:40,43.0,0.0,-0.342,-0.918,119.645743,25.911911,1962.0,50.0,1.54,0.145,0.1458,59.0,15.75
205466,2017-12-20 22:46:41,44.8,0.0,-0.378,-0.972,119.645863,25.911885,2000.0,49.0,1.51,0.14,0.1461,58.0,15.36
205467,2017-12-20 22:46:42,46.1,0.0,-0.36,-0.846,119.645986,25.911858,1362.0,19.0,0.36,0.0,0.1463,26.0,3.76
205468,2017-12-20 22:46:43,46.1,0.0,-0.36,-0.882,119.646111,25.91183,1750.0,48.0,1.29,0.135,0.1476,58.0,13.17
205469,2017-12-20 22:46:44,47.0,0.0,-0.342,-0.936,119.646238,25.911801,1825.0,52.0,1.49,0.145,0.1467,62.0,15.24
205470,2017-12-20 22:46:45,48.7,0.0,-0.342,-0.936,119.646368,25.911771,1837.0,53.0,1.52,0.145,0.1465,62.0,15.52
205471,2017-12-20 22:46:46,50.1,0.0,-0.342,-0.882,119.646503,25.911741,1862.0,52.0,1.51,0.145,0.1465,62.0,15.43
205472,2017-12-20 22:46:47,52.1,-0.054,-0.378,-0.936,119.64664,25.911708,1862.0,52.0,1.51,0.145,0.1463,61.0,15.35
205473,2017-12-20 22:46:48,53.1,0.0,-0.342,-0.9,119.646783,25.911676,1862.0,51.0,1.52,0.145,0.1458,61.0,15.5
205474,2017-12-20 22:46:49,54.4,0.0,-0.342,-0.936,119.646926,25.911641,1862.0,50.0,1.46,0.145,0.1459,60.0,14.87
205475,2017-12-20 22:46:50,54.5,-0.108,-0.342,-0.846,119.647075,25.911606,1862.0,50.0,1.44,0.14,0.146,59.0,14.75
205476,2017-12-20 22:46:51,54.9,-0.072,-0.432,-0.864,119.647223,25.911576,1412.0,16.0,0.36,0.035,0.1463,20.0,3.8
205477,2017-12-20 22:46:52,55.4,0.0,-0.396,-0.954,119.647373,25.91155,1700.0,51.0,1.44,0.145,0.1463,57.0,14.77
205478,2017-12-20 22:46:53,55.5,0.0,-0.36,-0.9,119.647523,25.911526,1850.0,47.0,1.34,0.135,0.1465,57.0,13.7
205479,2017-12-20 22:46:54,55.8,0.0,-0.414,-0.882,119.647675,25.911506,1450.0,17.0,0.37,0.065,0.1463,21.0,3.97
205480,2017-12-20 22:46:55,55.8,0.0,-0.396,-1.116,119.647828,25.911488,1712.0,40.0,1.06,0.12,0.1468,48.0,10.98
205481,2017-12-20 22:46:56,55.9,0.0,-0.396,-0.846,119.647984,25.91147,1437.0,16.0,0.37,0.07,0.1468,20.0,3.84
205482,2017-12-20 22:46:57,56.15,0.0,-0.378,-0.909,119.648139,25.911453,1612.0,29.5,0.7749999999999999,,,,
205483,2017-12-20 22:46:58,56.4,0.0,-0.36,-0.972,119.648294,25.911436,1787.0,43.0,1.18,0.125,0.1463,51.0,12.16
205484,2017-12-20 22:46:59,56.8,0.0,-0.378,-0.918,119.648453,25.911423,1787.0,43.0,1.19,0.13,0.1464,51.0,12.23
205485,2017-12-20 22:47:00,56.8,0.0,-0.378,-0.9,119.64861350000001,25.911413,1837.0,45.5,1.305,,,,
205486,2017-12-20 22:47:01,56.8,0.0,-0.378,-0.882,119.648774,25.911403,1887.0,48.0,1.42,0.135,0.1467,57.0,14.63
205487,2017-12-20 22:47:02,59.7,-0.072,-0.342,-0.9,119.648938,25.911396,1887.0,47.0,1.42,0.135,0.147,56.0,14.65
205488,2017-12-20 22:47:03,60.4,0.0,-0.378,-0.936,119.649106,25.91139,1900.0,48.0,1.44,0.14,0.1465,56.0,14.69
205489,2017-12-20 22:47:04,61.7,0.0,-0.396,-0.936,119.649276,25.911381,1537.0,52.0,1.26,0.135,0.1464,62.0,12.93
205490,2017-12-20 22:47:05,62.8,0.0,-0.36,-0.9,119.649451,25.911374,1562.0,35.0,0.64,0.03,0.1461,52.0,6.63
205491,2017-12-20 22:47:06,62.95,-0.045,-0.34199999999999997,-0.882,119.649625,25.9113625,1562.0,43.0,0.95,,,,
205492,2017-12-20 22:47:07,63.1,-0.09,-0.324,-0.864,119.649799,25.911351,1562.0,51.0,1.26,0.13,0.1465,61.0,12.87
205493,2017-12-20 22:47:08,63.3,0.0,-0.414,-0.864,119.649978,25.911341,1587.0,45.0,1.11,0.115,0.1474,55.0,11.49
205494,2017-12-20 22:47:09,63.3,0.0,-0.414,-0.846,119.650156,25.91133,1575.0,15.0,0.37,0.07,0.1455,19.0,3.84
205495,2017-12-20 22:47:10,63.4,0.0,-0.414,-0.846,119.650331,25.91132,1575.0,40.0,1.01,0.12,0.145,46.0,10.39
205496,2017-12-20 22:47:11,63.5,0.0,-0.396,-0.936,119.650506,25.911306,1575.0,41.0,1.0,0.12,0.1477,49.0,10.22
205497,2017-12-20 22:47:12,63.35,0.0,-0.396,-0.909,119.65068199999999,25.9112935,1581.0,42.0,1.04,,,,
205498,2017-12-20 22:47:13,63.2,0.0,-0.396,-0.882,119.650858,25.911281,1587.0,43.0,1.08,0.125,0.1449,52.0,11.14
205499,2017-12-20 22:47:14,63.5,0.0,-0.378,-0.9,119.651035,25.911268,1587.0,43.0,1.03,0.125,0.1476,52.0,10.61
205500,2017-12-20 22:47:15,64.0,0.0,-0.36,-0.9,119.651213,25.911254,1600.0,43.0,1.08,0.125,0.1474,51.0,11.0
205501,2017-12-20 22:47:16,64.1,0.0,-0.432,-0.846,119.651393,25.911243,1600.0,15.0,0.36,0.05,0.1455,20.0,3.83
