,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
191239,2017-11-04 00:19:11,0.0,0.0,-0.45,-0.81,118.848643,25.264783,1525.0,21.0,0.49,0.065,0.1451,26.0,5.03
191240,2017-11-04 00:19:12,2.4,0.0,-0.396,-0.864,118.848665,25.264796,1137.0,25.0,0.47,0.06,0.1451,28.0,4.84
191241,2017-11-04 00:19:13,3.2,0.0,-0.468,-0.81,118.848671,25.264796,1125.0,22.0,0.39,0.05,0.1451,27.0,4.09
191242,2017-11-04 00:19:14,4.4,0.0,-0.45,-0.81,118.848681,25.264798,1162.0,18.0,0.34,0.005,0.1451,23.0,3.56
191243,2017-11-04 00:19:15,4.7,0.0,-0.45,-0.792,118.848703,25.264796,1125.0,16.0,0.29,0.005,0.1451,20.0,3.08
191244,2017-11-04 00:19:16,5.6,-0.072,-0.486,-0.846,118.848743,25.264773,1275.0,16.0,0.26,0.025,0.1451,21.0,2.81
191245,2017-11-04 00:19:17,5.7,0.0,-0.522,-0.9,118.848763,25.264773,1275.0,14.0,0.27,0.02,0.1451,17.0,2.86
191246,2017-11-04 00:19:18,6.6,0.054,-0.468,-0.828,118.848801,25.264771,1312.0,15.0,0.32,0.005,0.1451,18.0,3.36
191247,2017-11-04 00:19:19,7.7,0.0,-0.522,-0.846,118.848853,25.264738,1112.0,15.0,0.27,0.0,0.1451,19.0,2.97
191248,2017-11-04 00:19:20,8.9,-0.18,-0.468,-0.918,118.848911,25.264731,1050.0,15.0,0.24,0.0,0.1451,20.0,2.66
191249,2017-11-04 00:19:21,10.0,-0.27,-0.504,-0.774,118.848978,25.264736,1037.0,16.0,0.27,0.0,0.1451,20.0,2.84
191250,2017-11-04 00:19:22,10.8,-0.126,-0.432,-0.882,118.849041,25.264753,1237.0,26.0,0.62,0.08,0.1451,27.0,6.39
191251,2017-11-04 00:19:23,11.8,0.0,-0.468,-0.828,118.849106,25.264781,1375.0,29.0,0.6,0.08,0.1451,34.0,6.21
191252,2017-11-04 00:19:24,11.9,0.0,-0.414,-0.846,118.849148,25.2648,1537.0,35.0,0.83,0.105,0.1451,42.0,8.61
191253,2017-11-04 00:19:25,12.6,0.0,-0.414,-0.99,118.849206,25.264825,1562.0,32.0,0.78,0.08,0.1451,39.0,8.06
191254,2017-11-04 00:19:26,13.1,0.0,-0.45,-0.828,118.849255,25.264853,1412.0,25.0,0.57,0.07,0.1451,29.0,5.98
