,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
476634,2017-12-24 02:06:09,0.0,-0.162,-0.324,-0.918,119.326358,26.079258,1275.0,33.0,0.65,0.085,0.1467,40.0,6.67
476635,2017-12-24 02:06:10,5.5,-0.234,-0.396,-0.918,119.326361,26.079265,1375.0,30.0,0.62,0.045,0.1464,37.0,6.4
476636,2017-12-24 02:06:11,8.1,-0.198,-0.486,-0.864,119.326349,26.079271,1300.0,19.0,0.39,0.0,0.1462,23.0,4.13
476637,2017-12-24 02:06:12,9.4,-0.198,-0.468,-0.828,119.326326,26.079265,1112.0,19.0,0.36,0.0,0.1462,23.0,3.75
476638,2017-12-24 02:06:13,9.4,-0.132,-0.41400000000000003,-0.858,119.32632733333332,26.079245333333333,1212.0,23.666666666666668,0.47333333333333333,,,,
476639,2017-12-24 02:06:14,9.4,-0.066,-0.36,-0.888,119.32632866666667,26.079225666666666,1312.0,28.333333333333336,0.5866666666666667,,,,
476640,2017-12-24 02:06:15,9.4,0.0,-0.306,-0.918,119.32633,26.079206,1412.0,33.0,0.7,0.09,0.1464,40.0,7.26
476641,2017-12-24 02:06:16,12.5,0.0,-0.324,-0.918,119.326355,26.079173,1575.0,30.0,0.73,0.09,0.1462,36.0,7.51
476642,2017-12-24 02:06:17,15.1,0.0,-0.36,-0.954,119.326338,26.079146,1562.0,34.0,0.85,0.1,0.1461,38.0,8.82
476643,2017-12-24 02:06:18,18.0,0.054,-0.324,-0.954,119.326311,26.07911,1450.0,36.0,0.82,0.1,0.1465,44.0,8.43
476644,2017-12-24 02:06:19,20.7,0.0,-0.36,-0.936,119.326283,26.079066,1500.0,35.0,0.8,0.1,0.1466,41.0,8.31
476645,2017-12-24 02:06:20,23.1,0.0,-0.342,-0.882,119.326255,26.079016,1337.0,18.0,0.36,0.0,0.1468,23.0,3.83
476646,2017-12-24 02:06:21,23.1,0.0,-0.414,-0.846,119.326228,26.07896,1162.0,17.0,0.34,0.0,0.1465,20.0,3.52
476647,2017-12-24 02:06:22,21.02,0.018,-0.3996,-0.8603999999999999,119.3262086,26.078921599999997,1164.6,19.8,0.382,,,,
476648,2017-12-24 02:06:23,18.94,0.036,-0.3852,-0.8748,119.3261892,26.0788832,1167.2,22.6,0.42400000000000004,,,,
476649,2017-12-24 02:06:24,16.86,0.05399999999999999,-0.3708,-0.8892,119.3261698,26.0788448,1169.8,25.4,0.466,,,,
476650,2017-12-24 02:06:25,14.78,0.072,-0.3564,-0.9036000000000001,119.3261504,26.0788064,1172.4,28.2,0.508,,,,
476651,2017-12-24 02:06:26,12.7,0.09,-0.342,-0.918,119.326131,26.078768,1175.0,31.0,0.55,0.07,0.1475,37.0,5.81
476652,2017-12-24 02:06:27,10.966666666666667,0.096,-0.336,-0.93,119.32610566666666,26.078753666666667,1237.3333333333333,33.0,0.6233333333333334,,,,
476653,2017-12-24 02:06:28,9.233333333333333,0.102,-0.33,-0.942,119.32608033333334,26.07873933333333,1299.6666666666667,35.0,0.6966666666666667,,,,
476654,2017-12-24 02:06:29,7.5,0.108,-0.324,-0.954,119.326055,26.078725,1362.0,37.0,0.77,0.105,0.1471,45.0,7.88
476655,2017-12-24 02:06:30,10.3,0.054,-0.288,-0.954,119.326026,26.078723,1525.0,36.0,0.83,0.105,0.1469,43.0,8.55
476656,2017-12-24 02:06:31,13.7,0.0,-0.306,-0.918,119.325986,26.07873,1687.0,32.0,0.85,0.105,0.1467,40.0,8.82
476657,2017-12-24 02:06:32,16.4,0.0,-0.36,-0.9,119.325943,26.078738,1687.0,32.0,0.87,0.105,0.1466,38.0,8.98
476658,2017-12-24 02:06:33,18.4,0.0,-0.324,-0.936,119.325895,26.078751,1475.0,37.0,0.85,0.105,0.1466,45.0,8.81
476659,2017-12-24 02:06:34,20.9,0.0,-0.324,-0.954,119.325838,26.078768,1525.0,36.0,0.87,0.105,0.1465,44.0,8.97
476660,2017-12-24 02:06:35,22.3,0.0,-0.324,-0.918,119.325781,26.078783,1562.0,35.0,0.83,0.105,0.1465,42.0,8.6
476661,2017-12-24 02:06:36,24.4,0.0,-0.378,-0.9,119.325718,26.0788,1612.0,34.0,0.85,0.105,0.1462,41.0,8.75
476662,2017-12-24 02:06:37,24.5,0.0,-0.378,-0.864,119.325651,26.078818,1587.0,35.0,0.85,0.105,0.1465,41.0,8.75
476663,2017-12-24 02:06:38,26.7,0.0,-0.342,-0.936,119.325579,26.078836,1462.0,37.0,0.83,0.105,0.1465,45.0,8.51
476664,2017-12-24 02:06:39,27.8,0.0,-0.288,-1.008,119.325505,26.078856,1462.0,36.0,0.85,0.105,0.1464,44.0,8.76
476665,2017-12-24 02:06:40,29.2,0.0,-0.414,-0.9,119.325426,26.078889,1187.0,19.0,0.36,0.035,0.1465,24.0,3.78
476666,2017-12-24 02:06:41,30.5,0.0,-0.378,-0.882,119.325345,26.078913,1500.0,36.0,0.82,0.105,0.1463,45.0,8.49
476667,2017-12-24 02:06:42,31.0,0.0,-0.36,-0.9,119.325233,26.078938,1512.0,36.0,0.87,0.105,0.1463,43.0,8.91
476668,2017-12-24 02:06:43,34.1,-0.072,-0.378,-0.954,119.325136,26.078961,1537.0,36.0,0.85,0.105,0.1463,43.0,8.78
476669,2017-12-24 02:06:44,34.5,-0.054,-0.324,-0.882,119.325041,26.078983,1562.0,36.0,0.87,0.105,0.1462,43.0,8.96
476670,2017-12-24 02:06:45,35.7,-0.09,-0.378,-0.828,119.324946,26.079011,1575.0,35.0,0.83,0.105,0.1461,42.0,8.65
476671,2017-12-24 02:06:46,35.8,0.0,-0.324,-0.918,119.324851,26.07904,1575.0,35.0,0.85,0.105,0.1461,42.0,8.8
476672,2017-12-24 02:06:47,36.6,0.0,-0.432,-0.9,119.324753,26.079068,1587.0,34.0,0.83,0.1,0.1464,41.0,8.58
476673,2017-12-24 02:06:48,36.8,0.0,-0.432,-0.9,119.324663,26.079108,1412.0,16.0,0.36,0.015,0.1466,20.0,3.76
476674,2017-12-24 02:06:49,37.4,0.0,-0.36,-0.918,119.324559,26.079136,1525.0,27.0,0.62,0.065,0.1463,33.0,6.44
476675,2017-12-24 02:06:50,37.4,0.0,-0.378,-0.927,119.32445949999999,26.0791695,1443.5,21.5,0.49,,,,
476676,2017-12-24 02:06:51,37.4,0.0,-0.396,-0.936,119.32436,26.079203,1362.0,16.0,0.36,0.0,0.1464,19.0,3.77
476677,2017-12-24 02:06:52,36.46666666666667,-0.047999999999999994,-0.402,-0.9540000000000001,119.32426166666667,26.079221333333333,1349.6666666666667,15.666666666666666,0.35333333333333333,,,,
476678,2017-12-24 02:06:53,35.53333333333333,-0.09599999999999999,-0.408,-0.972,119.32416333333333,26.079239666666666,1337.3333333333333,15.333333333333334,0.3466666666666667,,,,
476679,2017-12-24 02:06:54,34.6,-0.144,-0.414,-0.99,119.324065,26.079258,1325.0,15.0,0.34,0.03,0.1463,19.0,3.63
476680,2017-12-24 02:06:55,34.35,-0.10799999999999998,-0.40499999999999997,-0.999,119.32397075,26.07925375,1375.0,20.5,0.48500000000000004,,,,
476681,2017-12-24 02:06:56,34.1,-0.072,-0.396,-1.008,119.32387650000001,26.0792495,1425.0,26.0,0.6300000000000001,,,,
476682,2017-12-24 02:06:57,33.85,-0.036000000000000004,-0.387,-1.017,119.32378225000001,26.07924525,1475.0,31.5,0.7750000000000001,,,,
476683,2017-12-24 02:06:58,33.6,0.0,-0.378,-1.026,119.323688,26.079241,1525.0,37.0,0.92,0.11,0.1461,43.0,9.48
476684,2017-12-24 02:06:59,35.2,0.072,-0.36,-0.918,119.323591,26.079248,1612.0,37.0,0.92,0.115,0.1461,45.0,9.49
476685,2017-12-24 02:07:00,36.6,0.0,-0.342,-0.9,119.323493,26.079263,1600.0,27.0,0.5,0.055,0.1461,40.0,5.32
476686,2017-12-24 02:07:01,37.5,0.09,-0.324,-0.882,119.323391,26.079288,1362.0,16.0,0.34,0.03,0.1465,19.0,3.54
476687,2017-12-24 02:07:02,37.5,0.045,-0.34199999999999997,-0.873,119.323293,26.079317,1381.0,16.5,0.35,,,,
476688,2017-12-24 02:07:03,37.5,0.0,-0.36,-0.864,119.323195,26.079346,1400.0,17.0,0.36,0.0,0.1464,21.0,3.77
476689,2017-12-24 02:07:04,35.09,0.0,-0.3618,-0.864,119.3231294,26.0793587,1341.2,17.8,0.36,,,,
476690,2017-12-24 02:07:05,32.68,0.0,-0.3636,-0.864,119.3230638,26.0793714,1282.4,18.6,0.36,,,,
476691,2017-12-24 02:07:06,30.27,0.0,-0.3654,-0.864,119.3229982,26.079384100000002,1223.6,19.4,0.36,,,,
476692,2017-12-24 02:07:07,27.86,0.0,-0.36719999999999997,-0.864,119.3229326,26.0793968,1164.8,20.2,0.36,,,,
476693,2017-12-24 02:07:08,25.45,0.0,-0.369,-0.864,119.322867,26.0794095,1106.0,21.0,0.36,,,,
476694,2017-12-24 02:07:09,23.04,0.0,-0.3708,-0.864,119.3228014,26.0794222,1047.2,21.8,0.36,,,,
476695,2017-12-24 02:07:10,20.63,0.0,-0.3726,-0.864,119.3227358,26.0794349,988.4000000000001,22.6,0.36,,,,
476696,2017-12-24 02:07:11,18.22,0.0,-0.3744,-0.864,119.3226702,26.0794476,929.6,23.4,0.36,,,,
476697,2017-12-24 02:07:12,15.809999999999999,0.0,-0.3762,-0.864,119.3226046,26.0794603,870.8000000000001,24.2,0.36,,,,
476698,2017-12-24 02:07:13,13.4,0.0,-0.378,-0.864,119.322539,26.079473,812.0,25.0,0.36,0.085,0.1459,29.0,3.79
476699,2017-12-24 02:07:14,14.5,0.0,-0.342,-0.918,119.322505,26.079476,1325.0,36.0,0.72,0.095,0.1477,43.0,7.46
476700,2017-12-24 02:07:15,16.4,0.0,-0.324,-0.936,119.322466,26.079486,1425.0,37.0,0.85,0.11,0.1473,44.0,8.81
476701,2017-12-24 02:07:16,19.4,0.0,-0.378,-0.9,119.322416,26.079496,1512.0,36.0,0.83,0.105,0.1471,44.0,8.6
476702,2017-12-24 02:07:17,22.0,-0.072,-0.288,-0.918,119.322356,26.079501,1550.0,35.0,0.85,0.105,0.1464,43.0,8.75
476703,2017-12-24 02:07:18,24.0,0.054,-0.342,-0.864,119.322293,26.079509,1612.0,34.0,0.87,0.105,0.1462,41.0,8.9
476704,2017-12-24 02:07:19,25.2,0.0,-0.36,-0.972,119.322223,26.079516,1562.0,36.0,0.87,0.11,0.1463,41.0,8.89
476705,2017-12-24 02:07:20,27.3,0.0,-0.378,-0.936,119.322149,26.079523,1487.0,38.0,0.87,0.105,0.1463,45.0,8.95
476706,2017-12-24 02:07:21,29.2,0.0,-0.324,-0.918,119.322068,26.079528,1500.0,38.0,0.88,0.105,0.1464,45.0,9.0
476707,2017-12-24 02:07:22,30.3,0.0,-0.378,-1.008,119.321985,26.079535,1500.0,36.0,0.83,0.105,0.1462,43.0,8.55
476708,2017-12-24 02:07:23,31.8,0.0,-0.378,-0.882,119.321898,26.079544,1512.0,36.0,0.85,0.105,0.1463,44.0,8.79
476709,2017-12-24 02:07:24,32.2,0.072,-0.324,-0.9,119.321808,26.079554,1512.0,36.0,0.87,0.105,0.1464,43.0,8.91
476710,2017-12-24 02:07:25,33.0,0.0,-0.306,-0.9,119.321716,26.079563,1525.0,36.0,0.85,0.105,0.1464,43.0,8.74
476711,2017-12-24 02:07:26,33.5,0.0,-0.342,-0.882,119.321623,26.079571,1537.0,36.0,0.85,0.105,0.1464,43.0,8.81
476712,2017-12-24 02:07:27,34.9,-0.054,-0.414,-0.9,119.321526,26.079583,1550.0,36.0,0.87,0.105,0.1464,43.0,8.86
476713,2017-12-24 02:07:28,35.8,0.108,-0.414,-0.9,119.321431,26.079603,1550.0,32.0,0.73,0.065,0.1465,40.0,7.54
476714,2017-12-24 02:07:29,35.9,0.0,-0.432,-0.9,119.321336,26.079631,1350.0,16.0,0.36,0.035,0.1468,20.0,3.71
476715,2017-12-24 02:07:30,35.733333333333334,0.0,-0.42,-0.9,119.32124333333333,26.07966,1266.6666666666667,16.333333333333332,0.3433333333333333,,,,
476716,2017-12-24 02:07:31,35.56666666666666,0.0,-0.40800000000000003,-0.9,119.32115066666667,26.079689,1183.3333333333333,16.666666666666668,0.32666666666666666,,,,
476717,2017-12-24 02:07:32,35.4,0.0,-0.396,-0.9,119.321058,26.079718,1100.0,17.0,0.31,0.0,0.1465,20.0,3.3
476718,2017-12-24 02:07:33,35.2,0.0,-0.396,-0.909,119.320964,26.079741499999997,1050.0,17.5,0.3,,,,
476719,2017-12-24 02:07:34,35.0,0.0,-0.396,-0.918,119.32087,26.079765,1000.0,18.0,0.29,0.0,0.1465,23.0,3.01
476720,2017-12-24 02:07:35,34.9,0.0,-0.396,-0.9359999999999999,119.320774,26.079783,993.5,18.0,0.29,,,,
476721,2017-12-24 02:07:36,34.8,0.0,-0.396,-0.954,119.320678,26.079801,987.0,18.0,0.29,0.03,0.1466,23.0,3.14
476722,2017-12-24 02:07:37,34.33333333333333,-0.06,-0.396,-0.942,119.32058633333334,26.079816666666666,1095.3333333333333,18.333333333333332,0.3233333333333333,,,,
476723,2017-12-24 02:07:38,33.86666666666667,-0.12,-0.396,-0.93,119.32049466666666,26.079832333333332,1203.6666666666667,18.666666666666668,0.3566666666666667,,,,
476724,2017-12-24 02:07:39,33.4,-0.18,-0.396,-0.918,119.320403,26.079848,1312.0,19.0,0.39,0.05,0.147,23.0,4.15
476725,2017-12-24 02:07:40,33.7,0.0,-0.378,-0.9,119.32031,26.07985,1437.0,30.0,0.69,0.09,0.1469,36.0,7.16
476726,2017-12-24 02:07:41,33.8,0.0,-0.378,-0.954,119.320216,26.079848,1462.0,31.0,0.7,0.09,0.147,37.0,7.23
476727,2017-12-24 02:07:42,34.5,0.0,-0.342,-0.864,119.320121,26.079843,1475.0,30.0,0.7,0.09,0.1467,36.0,7.23
476728,2017-12-24 02:07:43,34.65,0.0,-0.369,-0.8280000000000001,119.3200245,26.079838000000002,1537.5,33.0,0.815,,,,
476729,2017-12-24 02:07:44,34.8,0.0,-0.396,-0.792,119.319928,26.079833,1600.0,36.0,0.93,0.11,0.1466,44.0,9.58
476730,2017-12-24 02:07:45,37.0,0.0,-0.378,-0.774,119.319823,26.079828,1650.0,37.0,0.95,0.11,0.1469,45.0,9.71
476731,2017-12-24 02:07:46,38.0,0.0,-0.414,-0.936,119.319715,26.079823,1662.0,36.0,0.93,0.11,0.1471,43.0,9.64
476732,2017-12-24 02:07:47,38.5,0.0,-0.342,-0.864,119.319603,26.079815,1650.0,36.0,0.95,0.11,0.1468,43.0,9.77
476733,2017-12-24 02:07:48,40.3,0.054,-0.396,-0.954,119.31949,26.079798,1525.0,40.0,0.93,0.11,0.1463,47.0,9.53
476734,2017-12-24 02:07:49,40.8,-0.054,-0.36,-0.918,119.319373,26.079776,1525.0,39.0,0.9,0.11,0.1462,47.0,9.32
476735,2017-12-24 02:07:50,40.8,0.0,-0.414,-0.954,119.319258,26.079758,1525.0,39.0,0.93,0.11,0.1461,47.0,9.57
476736,2017-12-24 02:07:51,42.5,0.0,-0.306,-0.828,119.319141,26.07974,1362.0,21.0,0.36,0.0,0.1463,30.0,3.71
476737,2017-12-24 02:07:52,42.6,0.0,-0.36,-0.792,119.319026,26.07972,1450.0,40.0,0.92,0.11,0.1464,48.0,9.34
476738,2017-12-24 02:07:53,42.46666666666667,0.0,-0.366,-0.8220000000000001,119.31891333333333,26.079694333333332,1358.3333333333333,32.666666666666664,0.7333333333333334,,,,
