,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
184329,2017-12-03 22:56:08,0.0,0.234,-0.954,0.36,119.675561,25.94045,650.0,26.0,0.26,0.035,0.1457,33.0,2.75
184330,2017-12-03 22:56:09,2.2,0.234,-0.954,0.36,119.675558,25.940456,812.0,28.0,0.36,0.0,0.1455,34.0,3.75
184331,2017-12-03 22:56:10,3.7,0.252,-0.936,0.36,119.675553,25.940459,850.0,24.0,0.32,0.0,0.1458,30.0,3.44
184332,2017-12-03 22:56:11,3.8,0.252,-0.954,0.342,119.675543,25.940463,787.0,25.0,0.29,0.0,0.1458,31.0,3.13
184333,2017-12-03 22:56:12,3.433333333333333,0.252,-0.954,0.336,119.67553633333334,25.940464000000002,753.6666666666666,25.0,0.29,,,,
184334,2017-12-03 22:56:13,3.066666666666667,0.252,-0.954,0.33,119.67552966666666,25.940465,720.3333333333334,25.0,0.29,,,,
184335,2017-12-03 22:56:14,2.7,0.252,-0.954,0.324,119.675523,25.940466,687.0,25.0,0.29,0.0,0.1458,33.0,3.02
184336,2017-12-03 22:56:15,3.3,0.252,-0.954,0.342,119.675518,25.940465,762.0,27.0,0.32,0.05,0.1455,34.0,3.39
184337,2017-12-03 22:56:16,4.9,0.234,-0.936,0.378,119.675509,25.940458,975.0,25.0,0.37,0.05,0.1451,31.0,3.92
184338,2017-12-03 22:56:17,6.4,0.234,-0.972,0.36,119.6755,25.94045,1025.0,25.0,0.39,0.05,0.1451,30.0,4.04
184339,2017-12-03 22:56:18,8.1,0.216,-0.954,0.324,119.675486,25.940436,1075.0,23.0,0.39,0.05,0.1451,29.0,4.13
184340,2017-12-03 22:56:19,9.7,0.234,-0.972,0.288,119.675471,25.940418,1162.0,22.0,0.39,0.05,0.1451,27.0,4.15
184341,2017-12-03 22:56:20,10.9,0.234,-0.954,0.342,119.675453,25.940396,1262.0,20.0,0.41,0.05,0.1451,25.0,4.23
184342,2017-12-03 22:56:21,11.8,0.252,-0.954,0.324,119.675433,25.940375,1350.0,20.0,0.42,0.055,0.1451,24.0,4.41
184343,2017-12-03 22:56:22,12.8,0.252,-0.954,0.288,119.675413,25.94035,1437.0,18.0,0.42,0.05,0.1451,23.0,4.37
184344,2017-12-03 22:56:23,13.6,0.252,-0.99,0.36,119.675391,25.940321,1000.0,24.0,0.42,0.05,0.1451,28.0,4.46
184345,2017-12-03 22:56:24,14.4,0.234,-0.9,0.306,119.675369,25.940293,1062.0,23.0,0.41,0.045,0.1451,29.0,4.17
184346,2017-12-03 22:56:25,15.2,0.252,-0.954,0.342,119.675346,25.940261,1050.0,21.0,0.36,0.045,0.1451,27.0,3.78
184347,2017-12-03 22:56:26,16.0,0.252,-0.954,0.324,119.675325,25.940228,1075.0,21.0,0.36,0.04,0.1451,26.0,3.75
184348,2017-12-03 22:56:27,16.5,0.27,-0.936,0.324,119.675301,25.940193,1075.0,19.0,0.32,0.035,0.1451,24.0,3.49
184349,2017-12-03 22:56:28,16.6,0.252,-0.936,0.324,119.675278,25.940158,1037.0,20.0,0.37,0.015,0.1451,23.0,3.84
184350,2017-12-03 22:56:29,17.0,0.252,-0.936,0.324,119.675254,25.940121,1062.0,20.0,0.32,0.005,0.1451,24.0,3.41
184351,2017-12-03 22:56:30,17.0,0.27,-0.972,0.324,119.675231,25.940083,1012.0,18.0,0.31,0.005,0.1451,23.0,3.17
184352,2017-12-03 22:56:31,16.833333333333332,0.27,-0.978,0.324,119.67520833333333,25.940046333333335,1003.6666666666666,18.333333333333332,0.2966666666666667,,,,
184353,2017-12-03 22:56:32,16.666666666666668,0.27,-0.984,0.324,119.67518566666666,25.940009666666665,995.3333333333334,18.666666666666668,0.2833333333333333,,,,
184354,2017-12-03 22:56:33,16.5,0.27,-0.99,0.324,119.675163,25.939973,987.0,19.0,0.27,0.0,0.1451,24.0,2.94
184355,2017-12-03 22:56:34,16.42,0.2682,-0.9863999999999999,0.324,119.6751427,25.9399378,992.0,19.3,0.28400000000000003,,,,
184356,2017-12-03 22:56:35,16.34,0.2664,-0.9828,0.324,119.67512239999999,25.9399026,997.0,19.6,0.298,,,,
184357,2017-12-03 22:56:36,16.259999999999998,0.2646,-0.9792,0.324,119.6751021,25.939867399999997,1002.0,19.9,0.312,,,,
184358,2017-12-03 22:56:37,16.18,0.26280000000000003,-0.9756,0.324,119.6750818,25.939832199999998,1007.0,20.2,0.326,,,,
184359,2017-12-03 22:56:38,16.1,0.261,-0.972,0.324,119.6750615,25.939797,1012.0,20.5,0.33999999999999997,,,,
184360,2017-12-03 22:56:39,16.02,0.2592,-0.9683999999999999,0.324,119.6750412,25.9397618,1017.0,20.8,0.354,,,,
184361,2017-12-03 22:56:40,15.94,0.2574,-0.9648,0.324,119.67502089999999,25.9397266,1022.0,21.1,0.368,,,,
184362,2017-12-03 22:56:41,15.86,0.2556,-0.9611999999999999,0.324,119.6750006,25.939691399999997,1027.0,21.4,0.382,,,,
184363,2017-12-03 22:56:42,15.78,0.2538,-0.9576,0.324,119.6749803,25.939656199999998,1032.0,21.7,0.39599999999999996,,,,
184364,2017-12-03 22:56:43,15.7,0.252,-0.954,0.324,119.67496,25.939621,1037.0,22.0,0.41,0.05,0.1451,27.0,4.23
184365,2017-12-03 22:56:44,16.4,0.252,-0.972,0.342,119.67494,25.939585,1150.0,25.0,0.46,0.06,0.1451,30.0,4.71
184366,2017-12-03 22:56:45,17.3,0.234,-0.936,0.324,119.674918,25.939546,1162.0,24.0,0.42,0.05,0.1451,29.0,4.48
184367,2017-12-03 22:56:46,17.9,0.252,-0.954,0.324,119.674896,25.939506,1175.0,22.0,0.37,0.05,0.1451,27.0,3.87
184368,2017-12-03 22:56:47,18.6,0.27,-0.936,0.324,119.674873,25.939466,1200.0,21.0,0.41,0.05,0.1451,26.0,4.24
184369,2017-12-03 22:56:48,19.1,0.252,-0.954,0.324,119.674848,25.939423,1212.0,21.0,0.39,0.045,0.1451,25.0,4.16
184370,2017-12-03 22:56:49,19.5,0.27,-0.972,0.342,119.674825,25.939379,1225.0,20.0,0.39,0.045,0.1451,24.0,4.13
184371,2017-12-03 22:56:50,19.8,0.252,-0.936,0.324,119.674799,25.939336,1237.0,19.0,0.41,0.045,0.1451,23.0,4.19
184372,2017-12-03 22:56:51,20.2,0.27,-0.954,0.324,119.674775,25.939291,1225.0,16.0,0.31,0.03,0.1451,20.0,3.26
184373,2017-12-03 22:56:52,20.2,0.27,-0.954,0.324,119.67475,25.939245,1237.0,18.0,0.36,0.02,0.1451,22.0,3.69
184374,2017-12-03 22:56:53,20.2,0.288,-0.954,0.324,119.674723,25.939199,1125.0,18.0,0.32,0.015,0.1451,22.0,3.49
184375,2017-12-03 22:56:54,19.916666666666664,0.2865,-0.9525,0.3255,119.67469983333334,25.939159416666666,1122.9166666666667,18.416666666666668,0.3275,,,,
