,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
226637,2017-12-04 10:41:16,0.0,0.234,-0.972,0.306,119.285566,26.042783,1275.0,22.0,0.37,0.0,0.1459,30.0,3.95
226638,2017-12-04 10:41:17,1.5777777777777777,0.24600000000000002,-0.97,0.306,119.28551811111112,26.04279688888889,1241.6666666666667,21.555555555555557,0.35777777777777775,,,,
226639,2017-12-04 10:41:18,3.1555555555555554,0.258,-0.968,0.306,119.28547022222223,26.042810777777778,1208.3333333333333,21.11111111111111,0.34555555555555556,,,,
226640,2017-12-04 10:41:19,4.733333333333333,0.27,-0.966,0.306,119.28542233333333,26.042824666666668,1175.0,20.666666666666668,0.3333333333333333,,,,
226641,2017-12-04 10:41:20,6.311111111111111,0.28200000000000003,-0.964,0.306,119.28537444444444,26.042838555555555,1141.6666666666667,20.22222222222222,0.3211111111111111,,,,
226642,2017-12-04 10:41:21,7.888888888888888,0.29400000000000004,-0.962,0.306,119.28532655555556,26.042852444444446,1108.3333333333333,19.77777777777778,0.3088888888888889,,,,
226643,2017-12-04 10:41:22,9.466666666666667,0.30600000000000005,-0.96,0.306,119.28527866666667,26.042866333333333,1075.0,19.333333333333332,0.29666666666666663,,,,
226644,2017-12-04 10:41:23,11.044444444444444,0.31800000000000006,-0.958,0.306,119.28523077777777,26.042880222222223,1041.6666666666667,18.88888888888889,0.28444444444444444,,,,
226645,2017-12-04 10:41:24,12.622222222222222,0.33,-0.956,0.306,119.28518288888888,26.04289411111111,1008.3333333333333,18.444444444444443,0.27222222222222225,,,,
226646,2017-12-04 10:41:25,14.2,0.342,-0.954,0.306,119.285135,26.042908,975.0,18.0,0.26,0.0,0.1468,21.0,2.81
226647,2017-12-04 10:41:26,14.2,0.36,-0.936,0.306,119.285135,26.042908,850.0,19.0,0.26,0.0,0.1468,24.0,2.81
226648,2017-12-04 10:41:27,14.2,0.27,-0.918,0.288,119.285135,26.042908,837.0,20.0,0.26,0.0,0.1468,26.0,2.73
226649,2017-12-04 10:41:28,14.2,0.306,-0.954,0.306,119.285135,26.042908,812.0,21.0,0.27,0.0,0.1467,26.0,2.85
226650,2017-12-04 10:41:29,14.2,0.306,-0.954,0.306,119.285135,26.042908,775.0,21.0,0.27,0.0,0.1467,28.0,2.92
226651,2017-12-04 10:41:30,14.2,0.342,-0.918,0.288,119.285135,26.042908,862.0,21.0,0.26,0.0,0.1467,27.0,2.75
226652,2017-12-04 10:41:31,14.2,0.342,-0.954,0.306,119.285135,26.042908,762.0,21.0,0.26,0.0,0.1467,27.0,2.79
226653,2017-12-04 10:41:32,14.2,0.324,-0.936,0.306,119.285135,26.042908,700.0,23.0,0.26,0.0,0.1467,30.0,2.82
226654,2017-12-04 10:41:33,14.2,0.342,-0.918,0.306,119.285135,26.042908,675.0,25.0,0.24,0.0,0.1467,31.0,2.63
226655,2017-12-04 10:41:34,14.2,0.27,-0.936,0.306,119.285135,26.042908,687.0,24.0,0.26,0.0,0.1467,31.0,2.77
226656,2017-12-04 10:41:35,14.2,0.27,-0.954,0.306,119.285135,26.042908,725.0,21.0,61.82,0.0,0.1467,29.0,2.45
