,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
327946,2017-12-05 14:49:45,0.0,0.288,-0.954,0.342,119.307358,26.097555,675.0,23.0,64.33,0.0,0.147,29.0,2.55
327947,2017-12-05 14:49:46,3.5,0.306,-0.936,0.342,119.30734,26.097526,675.0,23.0,0.24,0.0,0.147,29.0,2.64
327948,2017-12-05 14:49:47,3.0,0.288,-0.9420000000000001,0.342,119.30733133333334,26.097528333333333,670.6666666666666,22.666666666666668,21.60333333333333,,,,
327949,2017-12-05 14:49:48,2.5,0.27,-0.948,0.342,119.30732266666666,26.097530666666664,666.3333333333334,22.333333333333332,42.96666666666667,,,,
327950,2017-12-05 14:49:49,2.0,0.252,-0.954,0.342,119.307314,26.097533,662.0,22.0,64.33,0.0,0.1468,29.0,2.55
327951,2017-12-05 14:49:50,2.5,0.234,-0.954,0.342,119.307311,26.097541,650.0,22.0,61.55,0.0,0.1468,29.0,2.44
327952,2017-12-05 14:49:51,3.6,0.234,-0.972,0.36,119.307301,26.097541,675.0,21.0,58.53,0.03,0.1467,28.0,2.32
327953,2017-12-05 14:49:52,4.7,0.198,-0.972,0.36,119.307286,26.097546,925.0,23.0,0.31,0.0,0.1453,30.0,3.19
327954,2017-12-05 14:49:53,6.7,0.252,-0.972,0.342,119.307268,26.09755,937.0,21.0,0.29,0.0,0.1433,26.0,3.14
327955,2017-12-05 14:49:54,7.2,0.252,-0.954,0.342,119.307246,26.09755,900.0,20.0,0.27,0.0,0.1433,25.0,2.84
327956,2017-12-05 14:49:55,7.3,0.252,-0.936,0.36,119.307226,26.097551,837.0,21.0,0.32,0.055,0.1459,26.0,3.46
327957,2017-12-05 14:49:56,8.7,0.234,-0.972,0.342,119.307206,26.097553,1187.0,20.0,0.31,0.04,0.1472,27.0,3.23
327958,2017-12-05 14:49:57,10.3,0.18,-0.972,0.342,119.307183,26.097551,1350.0,32.0,0.7,0.095,0.1472,37.0,7.33
327959,2017-12-05 14:49:58,13.1,0.216,-0.972,0.324,119.307156,26.097546,1675.0,34.0,0.9,0.105,0.1473,41.0,9.29
