,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
247121,2017-12-04 16:22:40,0.0,0.162,-0.954,0.306,119.268345,26.052838,1550.0,42.0,1.03,0.125,0.1453,50.0,10.62
247122,2017-12-04 16:22:41,7.2,0.126,-0.9,0.36,119.268356,26.052843,1800.0,39.0,1.1,0.125,0.1453,46.0,11.26
247123,2017-12-04 16:22:42,9.6,0.162,-0.882,0.396,119.268381,26.052851,2137.0,34.0,1.16,0.125,0.1453,40.0,11.89
247124,2017-12-04 16:22:43,16.7,0.216,-0.9,0.504,119.268416,26.052883,1650.0,40.0,0.98,0.125,0.1453,48.0,10.07
247125,2017-12-04 16:22:44,24.0,0.18,-0.846,0.486,119.268458,26.05295,1625.0,29.0,0.65,0.06,0.1453,39.0,6.75
247126,2017-12-04 16:22:45,25.9,0.27,-0.9,0.468,119.268485,26.053021,1125.0,25.0,0.49,0.07,0.1453,27.0,5.15
247127,2017-12-04 16:22:46,26.7,0.234,-0.909,0.477,119.2684915,26.0530985,1281.0,34.0,0.785,,,,
247128,2017-12-04 16:22:47,27.5,0.198,-0.918,0.486,119.268498,26.053176,1437.0,43.0,1.08,0.135,0.1453,48.0,11.01
247129,2017-12-04 16:22:48,27.9,0.18,-0.9,0.54,119.268473,26.053243,1825.0,52.0,1.47,0.155,0.1453,62.0,15.15
247130,2017-12-04 16:22:49,29.8,0.216,-0.936,0.378,119.268435,26.053306,1812.0,49.0,1.39,0.15,0.1453,58.0,14.31
247131,2017-12-04 16:22:50,33.1,0.198,-0.9,0.378,119.268406,26.053378,1750.0,42.0,1.13,0.13,0.1453,50.0,11.55
247132,2017-12-04 16:22:51,35.7,0.216,-0.9,0.36,119.268358,26.053449,1800.0,45.0,1.29,0.14,0.1453,54.0,13.25
247133,2017-12-04 16:22:52,37.0,0.234,-0.972,0.36,119.268295,26.053521,1825.0,44.0,1.23,0.14,0.1453,52.0,12.66
247134,2017-12-04 16:22:53,39.3,0.198,-0.936,0.342,119.268225,26.053596,1862.0,45.0,1.33,0.145,0.1453,54.0,13.64
247135,2017-12-04 16:22:54,41.0,0.198,-0.918,0.342,119.268149,26.053673,1937.0,48.0,1.47,0.15,0.1452,57.0,15.01
247136,2017-12-04 16:22:55,43.0,0.198,-0.936,0.342,119.268075,26.053755,1987.0,54.0,1.7,0.17,0.1452,58.0,17.38
247137,2017-12-04 16:22:56,46.1,0.18,-0.954,0.36,119.26799,26.053843,2175.0,54.0,1.77,0.145,0.1452,65.0,18.16
247138,2017-12-04 16:22:57,48.2,0.198,-0.918,0.324,119.267903,26.053938,1700.0,43.0,1.15,0.135,0.1452,51.0,11.72
247139,2017-12-04 16:22:58,50.1,0.234,-0.936,0.342,119.267813,26.054035,1775.0,47.0,1.28,0.145,0.1452,54.0,13.13
247140,2017-12-04 16:22:59,51.8,0.234,-0.936,0.342,119.267718,26.054133,1775.0,45.0,1.23,0.14,0.1452,53.0,12.51
247141,2017-12-04 16:23:00,52.6,0.234,-0.918,0.324,119.267623,26.054233,1787.0,44.0,1.21,0.14,0.1452,53.0,12.4
247142,2017-12-04 16:23:01,53.7,0.216,-0.936,0.324,119.267524,26.054336,1812.0,45.0,1.26,0.14,0.1452,54.0,12.87
247143,2017-12-04 16:23:02,54.6,0.252,-0.918,0.36,119.267426,26.054441,1825.0,45.0,1.28,0.14,0.1452,53.0,13.05
247144,2017-12-04 16:23:03,55.6,0.252,-0.918,0.324,119.267325,26.054548,1825.0,47.0,1.39,0.15,0.1452,55.0,14.3
247145,2017-12-04 16:23:04,57.3,0.252,-0.936,0.306,119.267223,26.054659,1912.0,49.0,1.46,0.15,0.1452,58.0,14.84
247146,2017-12-04 16:23:05,58.4,0.252,-0.954,0.288,119.26712,26.054776,1912.0,47.0,1.46,0.145,0.1452,56.0,14.86
247147,2017-12-04 16:23:06,58.75,0.27,-0.9359999999999999,0.306,119.26701650000001,26.054892000000002,1756.0,36.0,1.08,,,,
247148,2017-12-04 16:23:07,59.1,0.288,-0.918,0.324,119.266913,26.055008,1600.0,25.0,0.7,0.09,0.1452,29.0,7.17
247149,2017-12-04 16:23:08,59.3,0.252,-0.936,0.342,119.266813,26.055125,1462.0,36.0,0.85,0.105,0.1452,42.0,8.7
247150,2017-12-04 16:23:09,58.95,0.261,-0.9450000000000001,0.36,119.2667155,26.055243,1462.0,34.5,0.79,,,,
247151,2017-12-04 16:23:10,58.6,0.27,-0.954,0.378,119.266618,26.055361,1462.0,33.0,0.73,0.095,0.1452,40.0,7.66
247152,2017-12-04 16:23:11,59.0,0.252,-0.918,0.342,119.266516,26.055478,1462.0,33.0,0.75,0.1,0.1452,40.0,7.78
247153,2017-12-04 16:23:12,59.0,0.252,-0.918,0.36,119.266418,26.055598,1475.0,33.0,0.75,0.1,0.1451,40.0,7.77
247154,2017-12-04 16:23:13,59.0,0.27,-0.918,0.342,119.266323,26.055718,1462.0,32.0,0.72,0.095,0.1451,40.0,7.44
247155,2017-12-04 16:23:14,59.0,0.216,-0.918,0.342,119.266224,26.055838,1475.0,31.0,0.72,0.09,0.1451,38.0,7.36
247156,2017-12-04 16:23:15,59.0,0.288,-1.008,0.378,119.266126,26.055955,1475.0,31.0,0.72,0.09,0.1451,37.0,7.41
247157,2017-12-04 16:23:16,59.0,0.288,-0.9,0.342,119.266026,26.056073,1475.0,31.0,0.73,0.09,0.1451,37.0,7.53
247158,2017-12-04 16:23:17,59.1,0.27,-0.9,0.324,119.265928,26.056191,1475.0,31.0,0.7,0.09,0.1451,37.0,7.29
247159,2017-12-04 16:23:18,59.1,0.252,-0.918,0.306,119.26583,26.05631,1475.0,28.0,0.64,0.09,0.1451,34.0,6.58
247160,2017-12-04 16:23:19,59.1,0.252,-0.918,0.342,119.265731,26.056428,1462.0,24.0,0.52,0.07,0.1451,30.0,5.44
247161,2017-12-04 16:23:20,55.98947368421053,0.25294736842105264,-0.9189473684210526,0.342,119.26566742105264,26.05650552631579,1426.4736842105262,23.736842105263158,3.838421052631579,,,,
247162,2017-12-04 16:23:21,52.87894736842105,0.2538947368421053,-0.9198947368421053,0.342,119.26560384210526,26.05658305263158,1390.9473684210527,23.473684210526315,7.1568421052631574,,,,
247163,2017-12-04 16:23:22,49.76842105263158,0.2548421052631579,-0.9208421052631579,0.342,119.2655402631579,26.05666057894737,1355.421052631579,23.210526315789473,10.475263157894737,,,,
247164,2017-12-04 16:23:23,46.65789473684211,0.2557894736842105,-0.9217894736842106,0.342,119.26547668421053,26.056738105263157,1319.8947368421052,22.94736842105263,13.793684210526315,,,,
247165,2017-12-04 16:23:24,43.54736842105263,0.25673684210526315,-0.9227368421052632,0.342,119.26541310526316,26.05681563157895,1284.3684210526317,22.68421052631579,17.112105263157893,,,,
247166,2017-12-04 16:23:25,40.43684210526316,0.2576842105263158,-0.9236842105263159,0.342,119.26534952631579,26.056893157894738,1248.842105263158,22.42105263157895,20.430526315789475,,,,
247167,2017-12-04 16:23:26,37.32631578947368,0.25863157894736843,-0.9246315789473685,0.342,119.26528594736843,26.056970684210526,1213.3157894736842,22.157894736842106,23.748947368421053,,,,
247168,2017-12-04 16:23:27,34.21578947368421,0.2595789473684211,-0.9255789473684211,0.342,119.26522236842105,26.057048210526318,1177.7894736842104,21.894736842105264,27.06736842105263,,,,
247169,2017-12-04 16:23:28,31.105263157894736,0.2605263157894737,-0.9265263157894738,0.342,119.26515878947369,26.057125736842107,1142.2631578947369,21.63157894736842,30.38578947368421,,,,
247170,2017-12-04 16:23:29,27.99473684210526,0.2614736842105263,-0.9274736842105263,0.342,119.26509521052631,26.057203263157895,1106.7368421052631,21.36842105263158,33.70421052631579,,,,
247171,2017-12-04 16:23:30,24.88421052631579,0.26242105263157894,-0.928421052631579,0.342,119.26503163157895,26.057280789473683,1071.2105263157896,21.105263157894736,37.02263157894737,,,,
247172,2017-12-04 16:23:31,21.77368421052632,0.2633684210526316,-0.9293684210526316,0.342,119.26496805263157,26.057358315789475,1035.6842105263158,20.842105263157894,40.341052631578954,,,,
247173,2017-12-04 16:23:32,18.66315789473684,0.2643157894736842,-0.9303157894736842,0.342,119.26490447368421,26.057435842105264,1000.1578947368421,20.57894736842105,43.65947368421053,,,,
247174,2017-12-04 16:23:33,15.55263157894737,0.26526315789473687,-0.9312631578947369,0.342,119.26484089473684,26.057513368421052,964.6315789473684,20.315789473684212,46.97789473684211,,,,
247175,2017-12-04 16:23:34,12.442105263157892,0.2662105263157895,-0.9322105263157895,0.342,119.26477731578947,26.057590894736844,929.1052631578947,20.05263157894737,50.29631578947369,,,,
247176,2017-12-04 16:23:35,9.33157894736842,0.2671578947368421,-0.9331578947368422,0.342,119.2647137368421,26.057668421052632,893.578947368421,19.789473684210527,53.614736842105266,,,,
247177,2017-12-04 16:23:36,6.221052631578949,0.26810526315789474,-0.9341052631578948,0.342,119.26465015789474,26.05774594736842,858.0526315789474,19.526315789473685,56.933157894736844,,,,
247178,2017-12-04 16:23:37,3.110526315789471,0.2690526315789474,-0.9350526315789475,0.342,119.26458657894736,26.057823473684213,822.5263157894736,19.263157894736842,60.25157894736842,,,,
