,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
251865,2017-12-04 17:41:44,0.0,0.18,-0.972,0.324,119.305311,26.054061,987.0,29.0,0.42,0.085,0.1474,35.0,4.42
251866,2017-12-04 17:41:45,7.5,0.162,-0.99,0.324,119.305318,26.054065,1275.0,32.0,0.64,0.09,0.1476,38.0,6.55
251867,2017-12-04 17:41:46,10.4,0.252,-0.954,0.306,119.305338,26.05408,1187.0,21.0,0.39,0.0,0.1473,25.0,4.05
251868,2017-12-04 17:41:47,11.0,0.27,-0.972,0.306,119.305361,26.054095,1137.0,20.0,0.36,0.005,0.1472,24.0,3.81
251869,2017-12-04 17:41:48,11.0,0.216,-0.972,0.306,119.305386,26.054109,1287.0,26.0,0.57,0.09,0.1471,29.0,5.93
251870,2017-12-04 17:41:49,13.7,0.18,-0.972,0.306,119.305413,26.054126,1625.0,33.0,0.85,0.095,0.1449,40.0,8.74
251871,2017-12-04 17:41:50,16.2,0.18,-0.972,0.306,119.305448,26.054146,1437.0,36.0,0.82,0.095,0.1476,44.0,8.42
251872,2017-12-04 17:41:51,18.8,0.216,-0.99,0.306,119.305488,26.054171,1475.0,35.0,0.78,0.09,0.1476,42.0,8.1
251873,2017-12-04 17:41:52,20.3,0.27,-0.972,0.324,119.305533,26.054199,1237.0,20.0,0.41,0.0,0.1473,23.0,4.3
251874,2017-12-04 17:41:53,20.4,0.27,-0.954,0.288,119.30558,26.054231,1250.0,19.0,0.39,0.0,0.1471,23.0,4.1
251875,2017-12-04 17:41:54,20.4,0.288,-0.954,0.27,119.305626,26.054261,1150.0,18.0,0.34,0.0,0.147,23.0,3.63
251876,2017-12-04 17:41:55,19.9,0.294,-0.948,0.29400000000000004,119.30567066666667,26.054290333333334,1125.0,18.333333333333332,0.34,,,,
251877,2017-12-04 17:41:56,19.4,0.3,-0.9420000000000001,0.318,119.30571533333334,26.054319666666665,1100.0,18.666666666666668,0.34,,,,
251878,2017-12-04 17:41:57,18.9,0.306,-0.936,0.342,119.30576,26.054349,1075.0,19.0,0.34,0.0,0.1454,23.0,3.59
251879,2017-12-04 17:41:58,19.5,0.288,-0.936,0.378,119.3058,26.054381,1100.0,19.0,0.32,0.005,0.1456,23.0,3.45
251880,2017-12-04 17:41:59,19.5,0.288,-0.954,0.36,119.305834,26.054418,1112.0,18.0,0.34,0.0,0.1457,23.0,3.57
251881,2017-12-04 17:42:00,16.742857142857144,0.2854285714285714,-0.954,0.35228571428571426,119.305847,26.054440285714286,1053.142857142857,19.285714285714285,0.33,,,,
251882,2017-12-04 17:42:01,13.985714285714286,0.28285714285714286,-0.954,0.3445714285714286,119.30586000000001,26.05446257142857,994.2857142857143,20.571428571428573,0.32,,,,
251883,2017-12-04 17:42:02,11.228571428571428,0.2802857142857143,-0.954,0.33685714285714285,119.305873,26.054484857142857,935.4285714285714,21.857142857142858,0.31000000000000005,,,,
