,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
163235,2017-12-03 17:04:34,0.0,0.234,-0.972,0.306,119.473071,25.95374,625.0,21.0,52.98,0.0,0.1459,26.0,2.1
163236,2017-12-03 17:04:35,4.2,0.252,-0.954,0.324,119.473075,25.953745,650.0,20.0,53.49,0.0,0.1459,26.0,2.12
163237,2017-12-03 17:04:36,5.9,0.288,-0.972,0.324,119.473083,25.953753,725.0,18.0,53.49,0.0,0.1459,23.0,2.12
163238,2017-12-03 17:04:37,7.7,0.198,-0.99,0.324,119.473096,25.953764,1050.0,32.0,0.6,0.1,0.1451,36.0,6.22
163239,2017-12-03 17:04:38,12.1,0.18,-0.99,0.36,119.473116,25.953783,1537.0,32.0,0.78,0.1,0.1477,39.0,8.07
163240,2017-12-03 17:04:39,15.9,0.234,-0.99,0.342,119.473141,25.953808,1550.0,32.0,0.77,0.1,0.1476,38.0,7.86
163241,2017-12-03 17:04:40,19.0,0.216,-0.972,0.306,119.473173,25.953841,1450.0,32.0,0.75,0.1,0.1473,39.0,7.67
163242,2017-12-03 17:04:41,21.5,0.252,-0.954,0.324,119.473211,25.95388,1500.0,22.0,0.36,0.015,0.147,35.0,3.74
163243,2017-12-03 17:04:42,22.7,0.27,-0.972,0.324,119.473253,25.953923,1362.0,17.0,0.41,0.075,0.147,18.0,4.3
163244,2017-12-03 17:04:43,23.6,0.27,-0.972,0.306,119.473298,25.953966,1412.0,16.0,0.34,0.0,0.147,20.0,3.57
163245,2017-12-03 17:04:44,24.2,0.288,-0.99,0.342,119.473343,25.95401,937.0,20.0,0.31,0.07,0.1468,25.0,3.18
163246,2017-12-03 17:04:45,25.7,0.252,-0.972,0.342,119.473389,25.954056,1612.0,39.0,0.96,0.005,0.1476,51.0,9.91
163247,2017-12-03 17:04:46,27.0,0.27,-0.99,0.342,119.47344,25.954106,1087.0,18.0,0.32,0.0,0.147,23.0,3.45
163248,2017-12-03 17:04:47,26.75,0.2655,-0.99,0.342,119.4734875,25.9541565,1118.25,21.5,0.4275,,,,
163249,2017-12-03 17:04:48,26.5,0.261,-0.99,0.342,119.473535,25.954207,1149.5,25.0,0.535,,,,
163250,2017-12-03 17:04:49,26.25,0.2565,-0.99,0.342,119.47358249999999,25.9542575,1180.75,28.5,0.6425000000000001,,,,
163251,2017-12-03 17:04:50,26.0,0.252,-0.99,0.342,119.47363,25.954308,1212.0,32.0,0.75,0.1,0.1467,33.0,7.8
163252,2017-12-03 17:04:51,27.6,0.234,-0.954,0.324,119.473676,25.954361,1475.0,35.0,0.8,0.1,0.1477,42.0,8.22
163253,2017-12-03 17:04:52,29.4,0.216,-0.972,0.342,119.473728,25.954416,1575.0,40.0,0.98,0.12,0.1474,47.0,10.03
163254,2017-12-03 17:04:53,31.5,0.216,-1.008,0.342,119.473781,25.954476,1650.0,41.0,1.06,0.125,0.1469,49.0,10.85
163255,2017-12-03 17:04:54,33.6,0.234,-1.026,0.36,119.473839,25.954541,1687.0,41.0,1.08,0.125,0.1466,49.0,11.01
163256,2017-12-03 17:04:55,35.7,0.216,-0.99,0.324,119.473905,25.954608,1725.0,41.0,1.11,0.125,0.1464,49.0,11.39
163257,2017-12-03 17:04:56,37.6,0.198,-0.954,0.306,119.473971,25.954678,1725.0,36.0,0.96,0.09,0.1464,45.0,9.97
163258,2017-12-03 17:04:57,38.6,0.27,-0.972,0.324,119.474043,25.954749,1137.0,21.0,0.41,0.05,0.1467,25.0,4.17
163259,2017-12-03 17:04:58,38.7,0.306,-0.936,0.288,119.474116,25.954821,1087.0,20.0,0.36,0.08,0.1469,24.0,3.67
163260,2017-12-03 17:04:59,39.2,0.252,-0.99,0.342,119.474193,25.954893,1600.0,43.0,1.06,0.13,0.1464,51.0,10.89
163261,2017-12-03 17:05:00,40.9,0.234,-0.954,0.36,119.474273,25.954963,1737.0,49.0,1.34,0.145,0.1459,58.0,13.77
163262,2017-12-03 17:05:01,42.9,0.198,-0.972,0.36,119.474355,25.955038,1775.0,50.0,1.38,0.145,0.1451,59.0,14.03
163263,2017-12-03 17:05:02,44.7,0.216,-0.99,0.36,119.474438,25.95512,1775.0,49.0,1.38,0.145,0.1475,57.0,14.14
163264,2017-12-03 17:05:03,46.3,0.144,-0.9,0.36,119.474523,25.955205,1787.0,48.0,1.34,0.145,0.1471,58.0,13.75
163265,2017-12-03 17:05:04,47.8,0.162,-0.954,0.342,119.47461,25.955295,1800.0,47.0,1.29,0.14,0.1452,56.0,13.17
163266,2017-12-03 17:05:05,49.1,0.288,-0.954,0.342,119.4747,25.955388,1675.0,38.0,0.98,0.115,0.1457,47.0,10.02
163267,2017-12-03 17:05:06,50.0,0.27,-0.99,0.378,119.474791,25.955484,1650.0,38.0,0.98,0.115,0.1456,45.0,10.11
163268,2017-12-03 17:05:07,51.0,0.252,-1.026,0.324,119.474883,25.955581,1700.0,40.0,1.05,0.125,0.1459,47.0,10.72
163269,2017-12-03 17:05:08,51.8,0.288,-0.954,0.324,119.474976,25.95568,1675.0,37.0,0.93,0.105,0.1461,45.0,9.64
163270,2017-12-03 17:05:09,52.4,0.234,-0.954,0.378,119.475073,25.955779,1650.0,34.0,0.87,0.105,0.1463,42.0,8.98
163271,2017-12-03 17:05:10,52.8,0.306,-0.954,0.396,119.475168,25.955881,1487.0,23.0,0.54,0.075,0.1463,28.0,5.5
163272,2017-12-03 17:05:11,52.8,0.234,-0.99,0.36,119.475265,25.955985,1487.0,24.0,0.57,0.07,0.1463,29.0,5.84
163273,2017-12-03 17:05:12,52.8,0.234,-0.918,0.306,119.47536,25.956088,1475.0,22.0,0.52,0.07,0.1465,27.0,5.4
