,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
326604,2017-12-05 14:27:23,0.0,0.396,-0.918,0.378,119.313766,26.114211,712.0,18.0,55.51,0.0,0.1459,23.0,2.2
326605,2017-12-05 14:27:24,1.7,0.27,-0.936,0.396,119.314005,26.114316,787.0,22.0,0.36,0.065,0.1471,27.0,3.67
326606,2017-12-05 14:27:25,3.9,0.198,-0.936,0.36,119.31402,26.114325,1137.0,25.0,0.46,0.1,0.1472,31.0,4.81
326607,2017-12-05 14:27:26,8.7,0.198,-0.972,0.342,119.314035,26.114326,1225.0,19.0,0.36,0.065,0.1472,24.0,3.67
326608,2017-12-05 14:27:27,9.6,0.216,-0.972,0.288,119.314046,26.114345,1350.0,25.0,0.55,0.08,0.147,30.0,5.83
326609,2017-12-05 14:27:28,12.2,0.198,-0.972,0.288,119.31406,26.114368,1500.0,25.0,0.59,0.085,0.1468,30.0,6.05
326610,2017-12-05 14:27:29,13.4,0.216,-0.972,0.306,119.314086,26.114388,1287.0,28.0,0.54,0.06,0.1471,35.0,5.54
326611,2017-12-05 14:27:30,14.6,0.27,-0.954,0.306,119.314111,26.114413,1025.0,20.0,0.34,0.0,0.1468,25.0,3.51
326612,2017-12-05 14:27:31,14.9,0.27,-0.936,0.288,119.314153,26.114428,950.0,18.0,0.29,0.0,0.1468,23.0,3.03
326613,2017-12-05 14:27:32,14.75,0.279,-0.954,0.297,119.3141885,26.1144405,937.5,18.0,0.28,,,,
326614,2017-12-05 14:27:33,14.6,0.288,-0.972,0.306,119.314224,26.114453,925.0,18.0,0.27,0.0,0.1465,22.0,2.92
326615,2017-12-05 14:27:34,16.1,0.27,-0.972,0.27,119.314251,26.114471,912.0,18.0,0.26,0.0,0.1465,23.0,2.79
326616,2017-12-05 14:27:35,15.433333333333334,0.264,-0.966,0.3,119.31427233333334,26.114494333333333,953.6666666666666,18.666666666666668,0.28,,,,
326617,2017-12-05 14:27:36,14.766666666666667,0.258,-0.96,0.33,119.31429366666666,26.114517666666668,995.3333333333334,19.333333333333332,0.3,,,,
