,时间,GPS车速,X轴加速度,Y轴加速度,Z轴加速度,经度,纬度,发动机转速,扭矩百分比,瞬时油耗,油门踏板开度,空燃比,发动机负荷百分比,进气流量
462006,2017-12-23 22:02:21,0.0,0.0,-0.306,-0.918,119.638605,25.911746,1062.0,34.0,0.59,0.09,0.1464,41.0,6.05
462007,2017-12-23 22:02:22,0.5,-0.054,-0.306,-0.9,119.638589,25.911746,1312.0,33.0,0.65,0.09,0.1465,40.0,6.8
462008,2017-12-23 22:02:23,10.6,-0.072,-0.306,-0.936,119.638575,25.911756,1450.0,33.0,0.73,0.09,0.1465,40.0,7.63
462009,2017-12-23 22:02:24,12.0,0.0,-0.324,-0.882,119.638545,25.911753,1437.0,17.0,0.37,0.055,0.1466,21.0,3.85
462010,2017-12-23 22:02:25,14.1,-0.054,-0.306,-0.9,119.638508,25.911755,1462.0,42.0,0.96,0.115,0.1462,50.0,9.85
462011,2017-12-23 22:02:26,17.4,0.0,-0.36,-0.936,119.63846,25.911753,1537.0,41.0,0.98,0.115,0.1464,49.0,10.08
462012,2017-12-23 22:02:27,20.3,-0.054,-0.27,-0.936,119.638406,25.911753,1662.0,43.0,1.11,0.125,0.1462,52.0,11.36
462013,2017-12-23 22:02:28,23.0,0.0,-0.396,-0.936,119.638348,25.911746,1700.0,40.0,1.05,0.075,0.1462,49.0,10.73
462014,2017-12-23 22:02:29,24.3,0.0,-0.396,-0.936,119.638281,25.911743,1150.0,43.0,1.0,0.12,0.1474,35.0,10.18
462015,2017-12-23 22:02:30,25.9,0.0,-0.306,-0.954,119.638208,25.911743,1600.0,47.0,1.16,0.125,0.1465,56.0,11.92
462016,2017-12-23 22:02:31,27.3,0.0,-0.36,-0.954,119.638134,25.911741,1625.0,46.0,1.18,0.125,0.1459,54.0,12.02
462017,2017-12-23 22:02:32,29.5,0.0,-0.342,-0.918,119.638053,25.91174,1662.0,47.0,1.23,0.13,0.146,55.0,12.55
462018,2017-12-23 22:02:33,31.2,0.0,-0.36,-0.9,119.637964,25.911736,1687.0,45.0,1.19,0.13,0.1474,54.0,12.27
462019,2017-12-23 22:02:34,33.8,0.0,-0.306,-0.864,119.637873,25.911735,1712.0,45.0,1.18,0.13,0.1473,54.0,12.0
462020,2017-12-23 22:02:35,36.1,0.0,-0.342,-0.972,119.637773,25.911731,1775.0,47.0,1.33,0.13,0.1452,55.0,13.56
462021,2017-12-23 22:02:36,37.7,0.0,-0.324,-0.9,119.637666,25.911731,1587.0,21.0,0.41,0.0,0.1475,32.0,4.2
462022,2017-12-23 22:02:37,38.3,0.0,-0.342,-0.882,119.63756,25.911733,1800.0,49.0,1.39,0.14,0.1475,59.0,14.18
