,减速时间比,加速度标准差,加速时间比,匀速时间比,平均减速度,平均加速度,平均行驶速度,平均速度,怠速时间比,持续时间,最大速度,行驶距离,速度标准差
0,36.3079615048119,0.7548120583324841,25.284339457567807,35.25809273840769,-0.17027275769745648,0.23913879277201083,77.12152527075824,74.69462412587424,3.149606299212598,1144.0,103.7,85450.65000000013,21.98887545861027
0,35.84905660377358,1.6789733807057654,41.509433962264154,6.60377358490566,-0.46670321637426887,0.4198232323232323,29.276666666666674,24.62523364485982,16.037735849056602,107.0,56.5,2634.9000000000005,16.415971333454486
0,30.687830687830687,1.5696795520517384,23.809523809523807,3.1746031746031775,-0.39655172413793105,0.5135802469135803,20.851363636363637,12.071842105263158,42.32804232804233,190.0,42.0,2293.65,12.727210613180668
0,13.559322033898304,1.0633986506722157,13.559322033898304,1.4210854715202004e-14,-0.43487654320987645,0.4641203703703704,27.544897959183675,7.582584269662922,72.88135593220339,178.0,40.1,1349.7,13.643761203878741
0,28.431372549019606,2.028336885084198,30.392156862745097,7.105427357601002e-15,-0.6500147362216327,0.629032258064516,20.610655737704917,12.20631067961165,41.17647058823529,103.0,43.0,1257.25,13.121176635628737
0,47.94520547945205,2.029088949795167,35.61643835616438,8.21917808219179,-0.3542328042328043,0.4903846153846155,19.54632352941176,17.961486486486486,8.21917808219178,74.0,30.1,1329.1499999999999,8.550931615857225
0,53.63636363636364,1.958670994829301,42.72727272727273,2.727272727272724,-0.37467899332306115,0.49231678486997643,28.58636363636363,28.328828828828822,0.9090909090909091,111.0,43.0,3144.499999999999,9.348123751501
0,54.11764705882353,1.4186220510216074,34.11764705882353,9.411764705882346,-0.25075483091787437,0.40421455938697315,21.247023809523814,20.75290697674419,2.3529411764705883,86.0,39.0,1784.7500000000002,11.173268814180148
0,5.797101449275362,0.3862257660553597,1.4492753623188406,65.21739130434783,-0.1423611111111111,0.8333333333333334,1.9245098039215698,1.402142857142858,27.536231884057973,70.0,3.0,98.15000000000006,0.878508482710902
0,24.65753424657534,1.86643253449932,31.506849315068493,1.3698630136986338,-0.6168016975308642,0.5144927536231885,27.13837209302325,15.769594594594592,42.465753424657535,74.0,42.1,1166.9499999999998,15.742390445831596
0,54.48717948717948,1.3912552571431205,26.282051282051285,0.6410256410256423,-0.2276470588235293,0.48848238482384837,29.422265624999998,23.987579617834392,18.58974358974359,157.0,44.8,3766.0499999999997,14.151403086797636
0,41.66666666666667,1.7734054149779221,25.0,9.999999999999996,-0.295,0.49166666666666653,20.331720430107527,15.626859504132232,23.333333333333332,121.0,28.5,1890.8500000000001,10.684471774515742
0,50.57471264367817,1.9702054235498072,35.63218390804598,9.195402298850556,-0.3762626262626261,0.5349462365591399,13.421428571428567,12.811363636363632,4.597701149425287,88.0,26.0,1127.3999999999996,8.384130598626484
0,4.705882352941177,1.2725001871197898,6.470588235294119,-0.5882352941176521,-1.0248015873015872,0.8661616161616162,21.99473684210526,2.443859649122807,89.41176470588236,171.0,33.5,417.9,7.658504283474736
0,22.033898305084744,1.2208915874040602,22.033898305084744,0.8474576271186436,-0.3864850427350428,0.4027777777777779,18.330555555555552,8.318067226890756,55.08474576271186,119.0,30.5,989.8499999999999,10.365051185931684
0,41.66666666666667,1.595081069400886,33.33333333333333,3.571428571428573,-0.36726190476190457,0.46726190476190493,20.57761194029851,16.220000000000002,21.428571428571427,85.0,32.7,1378.7000000000003,11.661621455459468
0,18.930041152263374,0.9935861939685875,16.872427983539097,2.8806584362139915,-0.3473731884057973,0.4024390243902441,19.92368421052632,7.757172131147543,61.31687242798354,244.0,28.2,1892.7500000000005,10.516454848441729
0,54.46685878962536,1.3589311413352227,35.158501440922194,5.76368876080691,-0.24701156182637657,0.3852459016393446,19.83825301204819,18.926149425287353,4.610951008645533,348.0,33.5,6586.299999999999,7.977008703182281
0,16.9811320754717,1.4633669072704452,17.92452830188679,6.603773584905667,-0.4810066476733144,0.4912280701754386,25.112222222222226,10.56121495327103,58.490566037735846,107.0,32.2,1130.0500000000002,13.56508434671079
0,14.606741573033707,1.3106177266625294,14.606741573033707,6.74157303370788,-0.48778998778998783,0.532051282051282,10.357575757575757,3.7977777777777777,64.04494382022472,90.0,16.7,341.8,5.4625350078989925
0,21.770334928229666,0.7469991495951357,29.1866028708134,43.062200956937794,-0.2512210012210014,0.1828324225865212,26.293527918781738,24.724701670644404,5.980861244019139,419.0,53.3,10359.650000000005,21.313704686737633
0,39.26940639269406,1.0710537060065277,26.94063926940639,31.05022831050229,-0.19662467700258404,0.300376647834275,26.424299065420556,25.70363636363636,2.73972602739726,220.0,33.2,5654.799999999999,6.339379710259415
0,21.100917431192663,1.0345832956998189,25.688073394495415,5.504587155963293,-0.3838164251207729,0.3283730158730159,21.51379310344827,11.343636363636358,47.706422018348626,110.0,32.4,1247.7999999999995,12.512249832375014
0,53.125,1.8081930674015478,31.25,2.083333333333334,-0.29484386347131447,0.5231481481481481,26.547023809523807,22.989175257731958,13.541666666666666,97.0,38.5,2229.95,12.050649782737697
0,27.192982456140353,1.4818615282125902,46.49122807017544,14.035087719298245,-0.539784946236559,0.32914046121593293,26.05445544554455,22.88260869565217,12.280701754385964,115.0,40.2,2631.4999999999995,12.938816453371253
0,23.404255319148938,0.9247636223138714,27.23404255319149,11.48936170212766,-0.28627946127946113,0.25173611111111127,39.524489795918356,24.619067796610164,37.87234042553192,236.0,51.1,5810.0999999999985,21.656428838524842
0,18.34862385321101,1.2213445893083594,55.04587155963303,8.256880733944953,-0.48962673611111135,0.16990740740740734,45.477932960893874,37.17146118721463,18.34862385321101,219.0,58.1,8140.550000000004,21.462779344060884
0,44.166666666666664,1.2640138133283119,39.166666666666664,8.33333333333334,-0.2814465408805032,0.31914893617021295,36.65769230769231,33.615560165975104,8.333333333333332,241.0,55.5,8101.349999999999,17.00179132787803
0,37.117903930131,1.49750710251606,46.288209606986904,5.240174672489083,-0.3702614379084967,0.30450733752620546,40.011274509803926,35.48826086956522,11.353711790393014,230.0,57.5,8162.3,17.91881017544942
