,Unnamed: 0,减速时间比,加速度标准差,加速时间比,匀速时间比,平均减速度,平均加速度,平均行驶速度,平均速度,怠速时间比,持续时间,最大速度,行驶距离,速度标准差
0,0,37.87878787878788,1.5160464023950178,46.96969696969697,-92.93939393939394,-0.4188888888888889,0.3566308243727601,8.25327868852459,7.514179104477612,9.090909090909092,67.0,17.4,503.4500000000001,5.086967588996775
1,0,31.79347826086957,1.2150378556782373,32.608695652173914,-89.4891304347826,-0.34051519468186103,0.3391203703703704,35.45879120879121,26.23373983739837,26.08695652173913,369.0,56.5,9680.25,18.399159548457565
2,0,36.440677966101696,1.5957240264110668,43.22033898305085,-98.15254237288136,-0.4563307493540052,0.39379084967320266,25.96458333333333,20.94621848739495,19.491525423728813,119.0,45.2,2492.5999999999995,14.097954239228288
3,0,29.032258064516128,1.186531735737133,30.414746543778804,-91.62672811059907,-0.34231040564373905,0.3367003367003366,40.675684931506844,27.241513761467882,33.17972350230415,218.0,55.0,5938.649999999998,22.493034181138558
4,0,31.952662721893486,1.679354925560428,37.8698224852071,-88.3491124260355,-0.4246853062212538,0.375,49.580656934306575,39.956176470588225,19.526627218934916,170.0,68.7,6792.549999999998,24.888494803908554
5,0,31.963470319634705,1.6766992189670682,42.46575342465753,-91.23744292237444,-0.5117063492063493,0.3864994026284349,36.75856353591157,30.242272727272702,17.808219178082194,220.0,65.5,6653.299999999995,19.782427596455427
6,0,43.027888446215144,1.3676778576615696,38.645418326693225,-91.03187250996015,-0.3131944444444447,0.3522336769759449,50.07605321507757,44.899204771371735,10.358565737051793,503.0,81.5,22584.299999999985,22.57274103948396
7,0,31.23123123123123,1.8594872105703413,39.33933933933934,-80.98198198198196,-0.5126602564102565,0.4151823579304497,43.891722972972964,38.89805389221557,11.411411411411411,334.0,65.9,12991.95,20.23352482601798
8,0,31.12244897959184,2.0237428918912044,40.30612244897959,-93.3877551020408,-0.5987509758001563,0.4701125175808722,38.67269736842105,29.83883248730964,22.95918367346939,197.0,60.9,5878.249999999999,20.49251019789917
9,0,29.12621359223301,1.5111529830549688,31.067961165048537,-92.20388349514563,-0.5009259259259257,0.4696180555555554,18.30214285714285,12.318749999999998,33.00970873786408,104.0,32.4,1281.15,11.558397865285018
10,0,32.69230769230769,1.5534917089629372,36.53846153846153,-98.35897435897436,-0.4464869281045751,0.4113060428849904,35.12136363636365,24.607324840764345,30.128205128205128,157.0,53.5,3863.3500000000017,19.70056171594889
11,0,43.07692307692307,2.027148088438297,50.769230769230774,-97.46153846153842,-0.5334467120181406,0.4739057239057239,26.520634920634922,25.31515151515152,4.615384615384616,66.0,43.7,1670.8000000000004,12.010791778935198
12,0,37.980769230769226,1.3560477890379012,40.384615384615394,-95.6346153846154,-0.331656388618414,0.3220899470899471,32.5157894736842,26.60382775119617,18.269230769230766,209.0,42.5,5560.199999999999,14.809213010424472
13,0,47.14285714285714,1.4833870709902226,34.285714285714285,-97.57142857142857,-0.3087121212121212,0.44675925925925936,18.1864406779661,15.112676056338026,17.142857142857142,71.0,27.4,1073.0,8.748287654845981
14,0,40.77669902912621,1.136939892052787,29.12621359223301,-92.20388349514565,-0.2632275132275132,0.3814814814814812,18.918125,14.552403846153847,23.30097087378641,104.0,30.8,1513.45,10.154846524497481
15,0,41.17647058823529,1.6972134930253595,35.29411764705883,-83.31372549019608,-0.34490740740740744,0.4320987654320989,9.887499999999998,9.126923076923076,7.84313725490196,52.0,16.3,474.59999999999985,5.373522261429913
16,0,41.379310344827594,2.07498402243354,50.0,-93.82758620689656,-0.461033950617284,0.42337164750957856,11.066666666666665,10.69152542372881,3.4482758620689653,59.0,26.8,630.7999999999997,6.909089255448152
17,0,58.139534883720934,1.3266149173720494,26.744186046511626,-93.18604651162792,-0.2226666666666665,0.4963768115942029,19.14240506329113,17.38218390804597,9.30232558139535,87.0,30.6,1512.2499999999993,9.35216647819689
18,0,44.594594594594604,1.5110477308024868,41.441441441441434,-89.54054054054055,-0.3560956790123455,0.3894927536231886,26.13896713615025,24.966816143497766,4.504504504504505,223.0,37.7,5567.600000000002,9.400533002884874
